"EVENT_ID_CNTY","EVENT_DATE","YEAR","EVENT_TYPE","SUB_EVENT_TYPE","ACTOR1","ASSOC_ACTOR_1","ACTOR2","ASSOC_ACTOR_2","REGION","COUNTRY","ADMIN1","ADMIN2","ADMIN3","LOCATION","LATITUDE","LONGITUDE","SOURCE","SOURCE_SCALE","NOTES","FATALITIES"
"PSE1124","09-December-2017",2017,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Hebron","","Hebron",31.529,35.094,"BBC News","International","Tens were wounded when Israeli forces suppressed a peaceful demonstration in Hebron and Tulkarm in theWest Bank.",0
"PSE1165","11-December-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","North Gaza","","Bayt Hanun",31.535,34.536,"Palestine News and Information Agency; Menastream","Local partner-New media","Protesters were struck by bullets fired by the Israeli army against protesters east of Beit Hanoun. Israeli forces shot and injured on Monday two Palestinians during clashes to the north of Beit Hanoun town in the northern Gaza Strip. Israeli forces on the borders to the north of the town opened fire on a group of Palestinian youths who approached the border fence, injuring two with live rounds in their feet and causing several others to suffocate from tear gas inhalation.",0
"PSE1175","12-December-2017",2017,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Al Mintar Crossing",31.474,34.474,"Palestine News and Information Agency","National","Soldiers stationed at Nahal Oz military base, along the border with Gaza, opened live fire at Palestinian protesters who approached the border fence, injuring four of them, including two seriously.",0
"PSE1347","02-January-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Khan Yunis","","Khuzaa",31.307,34.357,"Palestine News and Information Agency; Ma'an News Agency","National","Israeli soldiers on Tuesday shot and injured a Palestinian with live fire along the border with the southernGazaStrip during demonstrations near Khuzaa. Several protesters had reportedly arrived to border, in the eastern area of Khan Younis, toprotestbefore Israeli soldiers opened live fire and tear gas.",0
"PSE10331","16-February-2018",2018,"Protests","Excessive force against protesters","Protesters (Palestine)","Muslim Group (Palestine)","Military Forces of Israel (2009-2021)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Al Mazraah al Qibliyah",31.952,35.151,"Arab 48","National","On 16 February 2018, Israeli military forces fired tear gas and rubber bullets to disperse a peaceful Palestinian protest that started after the Friday prayer, in Al Mazraah al Qibliyah, against the confiscation of lands belonging to the village. Tens of Palestinians were injured from tear gas inhalation and 1 from live fire. [size=no report]",0
"PSE10333","23-February-2018",2018,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza - Shujaiyya",31.499,34.47,"Xinhua","International","On 23 February 2018, Israeli soldiers from the Nahal Oz military outpost shot at protesters who were nearing the fence near Gaza - Shujaiyya, wounding at least one young man with live bullets. [size=no report]",0
"PSE10334","23-February-2018",2018,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","Khan Yunis","","Khan Yunis",31.34,34.306,"Arab 48","National","On 23 February 2018, Israeli military snipers shot live bullets at Palestinians protesting near the border fence, injuring 1 Palestinian with live fire, to the east of Khan Yunis. This protest is part of many as a result of the US plan to recognise Jerusalem as the capital of Israel. [size=no report]",0
"PSE10335","23-February-2018",2018,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","North Gaza","","Jabalya",31.527,34.484,"Arab 48","National","On 23 February 2018, Israeli military snipers shot live bullets at Palestinians protesting near the border fence, to the east of Jabalya city. This protest is part of many as a result of the US plan to recognise Jerusalem as the capital of Israel. [size=no report]",0
"PSE1730","30-March-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Ramallah and Al Bireh","","Al Bireh",31.905,35.215,"Ma'an News Agency","National","14 Palestinian protesters were injured with rubber coated bullets as Israeli forces suppressed the Land Day protest in Al Bireh. Israeli forces sprayed the protesters with water, used rubber coated bullets, and tear gas, and closed the entrance to the city.",0
"PSE1747","31-March-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Khan Yunis","","Khan Yunis",31.34,34.306,"Palestine News and Information Agency","National","Israeli soldiers opened fire at protesters to the east of Khan Younes, injuring three of them with live shots in their feet. Those injured were moved to the hospital for treatment.",0
"PSE1764","02-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Deir El Balah","","Al Burayj",31.439,34.403,"Xinhua","International","At least 12 Palestinian demonstrators were shot and wounded by Israeli gunfire across the eastern border of the Gaza Strip on Monday.",0
"PSE10371","02-April-2018",2018,"Protests","Excessive force against protesters","Protesters (Palestine)","","Military Forces of Israel (2009-2021)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza - Az Zaytun",31.496,34.452,"Arab 48","National","On 2 April 2018, Israeli military snipers shot and injured 1 Palestinian protester, near the border fence to the east of Gaza - Az Zaytun neighbourhood. The protest was to commemorate 'the land' day. [size=no report]",0
"PSE1765","03-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Deir El Balah","","Al Burayj",31.439,34.403,"AFP","International","On Tuesday, a Palestinian demonstrator was shot dead by Israeli forces east of Bureij on the Gaza border.",1
"PSE1770","04-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza - Az Zaytun",31.496,34.452,"Palestine News and Information Agency","National","On Wednesday, Israeli forces opened fire at Palestinians approaching the border east of Zaytun injuring two of them with live fire and others suffered suffocation from tear gas.",0
"PSE1784","07-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Palestine News and Information Agency","National","On Saturday, three Palestinian demonstrators were shot and injured by Israeli forces near the border fence, east of Gaza City.",0
"PSE1790","08-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Deir El Balah","","Maghazi",31.421,34.386,"Anadolu Agency","Regional","At least 10 Palestinians were injured when Israeli forces opened fire on demonstrators on April 8th during demonstrations in the Gaza Strip.",0
"PSE1822","08-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Juhr ad Dik",31.456,34.437,"Jerusalem Post","Regional","On April 8, the Palestinian Information Center reported that nine artillery shells were fired at peaceful protesters in Juhr al Deek in central Gaza Strip. No injuries were reported.",0
"PSE1827","15-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Palestine News and Information Agency; Anadolu Agency","National-Regional","Israeli forces reportedly opened fire during a peaceful protest east of Gaza city injuring three protesters on April 15.",0
"PSE1853","19-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Palestine News and Information Agency","National","Israeli forces opened fire at Palestinians participating in the Great March of Return in Malaka east of Gaza city and injured a demonstrator on April 18. No casualties reported.",0
"PSE1866","22-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Gaza City","","Gaza",31.5,34.467,"Palestine News and Information Agency","National","Israeli soldiers used live ammunition and teargas to disperse unarmed demonstrators east of Gaza city on April 22. One was shot in the leg and his condition was described as moderate.",0
"PSE1865","22-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Khan Yunis","","Khan Yunis",31.34,34.306,"Palestine News and Information Agency","National","Israeli snipers shot two young Palestinians during protests on April 22 east of Khan Yonis. Both are in moderate condition.",0
"PSE1875","24-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","North Gaza","","Jabalya",31.527,34.484,"Anadolu Agency","Regional","Two Palestinians were shot by Israeli forces on April 24 near Jabaliya while attending peaceful marches.",0
"PSE1876","24-April-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","Gaza Strip","Khan Yunis","","Khan Yunis",31.34,34.306,"Anadolu Agency","Regional","A Palestinian was shot by Israeli forces on April 24 near Khan Yonis while attending peaceful marches.",0
"PSE1897","02-May-2018",2018,"Protests","Excessive force against protesters","Military Forces of Israel (2009-2021)","","Protesters (Palestine)","","Middle East","Palestine","West Bank","Al Quds","","Al Quds - Old City",31.777,35.234,"Palestine News and Information Agency","National","A number of Palestinians were injured on May 2 when they tried to prevent construction in a cemetery. Israeli forces assaulted the demonstrators resulting in multiple injuries.",0
