Actor1,Actor2,Admin1,Admin2,Admin3,Assoc Actor 1,Assoc Actor 2,Country,Event Date,Event Id Cnty,Event ID Irrespective,Event Id No Cnty,Event Type,Latitude,Location,Longitude,Notes,Region,Source,Source Scale,Year,"Annual Fatalities Per 100,000 Population","Events Per 100,000 Population",Fatalities,Geo Precision,Inter1,Inter2,Interaction,Iso,Latitude1,Long Name of Region,Longitude1,Name of Region for Title Sheet,Number of Records,Population,Rounded Latitude to 30min,Rounded Longitude to 30min,Short Name of Region,Time Precision
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,4/7/2017,,37152,37152,Remote violence,35.5,Zalaqit,36.5,Rebels shelled regime forces positions in Zalaqit checkpoint with mortars. Neither injuries nor fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-04-07-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2781,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,36.6065,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Hama,Suran,,Militia (Pro-Government); Shiite Muslim Militia (Syria),Syria,6/7/2017,,37196,37196,Remote violence,35.5,Masasneh,36.5,Rebels shelled regime forces and Shiite militia positions inside Masasneh village with mortars. No fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-06-07-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2908,Middle East: Syria: Hama: Hama: Suran: Masasneh,36.6633,Middle East: Syria: Hama: Hama: Suran: Masasneh,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Hama,Suran,,,Syria,7/7/2017,,37207,37207,Remote violence,35.5,Masasneh,36.5,Rebels shelled regime forces positions inside Masasneh village with mortars. No fatalities reported.,Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B9%D8%A9-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-07-007-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2908,Middle East: Syria: Hama: Hama: Suran: Masasneh,36.6633,Middle East: Syria: Hama: Hama: Suran: Masasneh,1,768450.4,35.5,36.5,,1
HTS: Hayat Tahrir al Sham,Military Forces of Syria (2000-),Hama,Hama,Suran,,,Syria,2/8/2017,,10195,10195,Remote violence,35.5,Masasneh,36.5,"Hayat Tahrir al-Sham targeted, by unknown means, regime and militias allied to the regime in the area of Masasneh village in the northern Hama countryside. No fatalities reported.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=71033,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2908,Middle East: Syria: Hama: Hama: Suran: Masasneh,36.6633,Middle East: Syria: Hama: Hama: Suran: Masasneh,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,As-Suqaylabiyah,Tell Salhib,,,Syria,9/8/2017,,37658,37658,Remote violence,35.5,Tal Salhab,36.5,Rebels shelled regime forces in Tal Salhab with GRAD missiles. No fatalities were reported.,Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%B1%D8%A8%D8%B9%D8%A7%D8%A1-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-09-08-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.257,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,36.3825,Middle East: Syria: Hama: As-Suqaylabiyah: Tell Salhib: Tal Salhab,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Hama,Suran,,Militia (Pro-Government),Syria,12/8/2017,,37684,37684,Remote violence,35.5,Tal Bzam,36.5,Rebels shelled regime forces and their allied militias positions in Tal Bzam village with GRAD missiles. No fatalities were reported.,Middle East,SHAM: SHAM_http://www.shaam.org/news/bulletins/%D9%86%D8%B4%D8%B1%D8%A9-%D8%AD%D8%B5%D8%A7%D8%AF-%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%B3%D8%A8%D8%AA-%D9%84%D8%AC%D9%85%D9%8A%D8%B9-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B3%D9%83%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B3%D9%88%D8%B1%D9%8A%D8%A7-12-08-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2867,Middle East: Syria: Hama: Hama: Suran: Tal Bzam,36.744,Middle East: Syria: Hama: Hama: Suran: Tal Bzam,1,768450.4,35.5,36.5,,1
Jaysh al Izza,Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,9/11/2017,,28667,28667,Remote violence,35.5,Halfaya,36.5,Jaish Al-Ezzah shelled with Grad rockets Hilfaya National Hospital checkpoint north of Hama. Neither injuries nor fatalities were reported. Suspected Actor 2 Syrian regime forces.,Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/9-november-northern-hama-fsa-jaysh-alizza-is-shelling-the ; Twitter_https://twitter.com/Desert61Fox/status/928694920638029824,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2585,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,36.609,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,9/11/2017,,38670,38670,Remote violence,35.5,Zalaqit,36.5,Rebels targeted with Grad and artillery Syrian regime positions in Zalaqit village in Hama. Neither injuries nor fatalities were reported.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-09-11-2017.html,Other-Local,2017,0,0.103021613,0,1,2,1,12,760,35.2781,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,36.6065,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,1,768450.4,35.5,36.5,,1
JSH: Free Syrian Army,Military Forces of Syria (2000-),Aleppo,Jebel Saman,Jebel Saman,,Militia (Pro-Government),Syria,10/3/2017,,24386,24386,Remote violence,36,Al-Rashdeen,37,Free Syrian Army Division 23 downed a drone Dji Phantom over Al-Rashdeen used by pro-Government forces. No reported casualties.,Middle East,LiveUMap: LiveUmap_https://syria.liveuamap.com/en/2017/10-march-west-aleppo-fsa-division-23-downed-yesterday-a-drone; LiveUmap_https://twitter.com/QalaatAlMudiq/status/840174353723641858,Other-Local,2017,0,0.025988662,0,1,2,1,12,760,36.1635,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Al-Rashdeen,37.0614,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Al-Rashdeen,1,3046213,36,37,,1
AAS: Ahrar al Sham,Military Forces of Syria (2000-),Aleppo,Jebel Saman,Jebel Saman,,,Syria,8/5/2017,,25553,25553,Remote violence,36,Aleppo - Al-Zahraa,37,AAS targeted Syrian regime fortifications on Al-Zahraa Association front of Aleppo. Neither injuries nor fatalities were reported.,Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/8-may-ahrar-al-sham-targeting-government-fortifications-on ; Twitter_https://twitter.com/NoorNahas1/status/861714702388350976,Other-Local,2017,0,0.025988662,0,1,2,1,12,760,36.2232,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Aleppo - Al-Zahraa,37.0982,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Aleppo - Al-Zahraa,1,3046213,36,37,,1
AAS: Ahrar al Sham,Military Forces of Syria (2000-),Aleppo,Jebel Saman,Jebel Saman,,,Syria,8/5/2017,,25555,25555,Remote violence,36,Al-Rashdeen,37,AAS targeted Syrian regime fortifications on Al-Rashideen front of Aleppo. Neither injuries nor fatalities were reported.,Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/8-may-ahrar-al-sham-targeting-government-fortifications-on ; Twitter_https://twitter.com/NoorNahas1/status/861714702388350976,Other-Local,2017,0,0.025988662,0,1,2,1,12,760,36.1635,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Al-Rashdeen,37.0614,Middle East: Syria: Aleppo: Jebel Saman: Jebel Saman: Al-Rashdeen,1,3046213,36,37,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Aleppo,Jebel Saman,Hadher,Islamist Militia (Syria),,Syria,5/11/2017,,15638,15638,Remote violence,36,Hadher,37,"Rebel and Islamist factions targeted regime positions in Hadher town in southern Aleppo, causing material damage. No fatalities reported.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=77890,Other-Local,2017,0,0.025988662,0,1,2,1,12,760,35.9908,Middle East: Syria: Aleppo: Jebel Saman: Hadher: Hadher,37.0516,Middle East: Syria: Aleppo: Jebel Saman: Hadher: Hadher,1,3046213,36,37,,1
QSD: Syrian Democratic Forces,Military Forces of Syria (2000-) 17th Division,Ar-Raqqa,Ar-Raqqa,Ar-Raqqa,,,Syria,7/6/2017,,26234,26234,Remote violence,36,Division 17,39,QSD artillery shelling targeted the Syrian Army Division 17 base near Ar-Raqqa city. No reported casualties.,Middle East,LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/7-june-artillery-shelling-by-sdf-on-17th-division--military; LiveUMap_https://twitter.com/24Raqqa/status/872540759211245569,Other-Local,2017,0,0.424240216,0,1,2,1,12,760,35.9909,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Division 17,39.0252,Middle East: Syria: Ar-Raqqa: Ar-Raqqa: Ar-Raqqa: Division 17,1,186608.9,36,39,,1
Islamic State (Syria),Military Forces of Syria (2000-),Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,,,Syria,7/2/2017,,2239,2239,Remote violence,35.5,Al-Panorama,40,"Alleged Islamic State drones dropped bombs around the Panorama roundabout, injuring regime soldiers.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=60484,Other-Local,2017,0,1.260594723,0,1,2,1,12,760,35.302,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Al-Panorama,40.0735,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Al-Panorama,1,62801.31,35.5,40,,1
Islamic State (Syria),Military Forces of Syria (2000-),Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,,,Syria,7/2/2017,,2259,2259,Remote violence,35.5,Deir-ez-Zor,40,"Alleged Islamic State drones dropped bombs around University of Euphrates in Deir-ez-Zor, injuring regime soldiers.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=60484,Other-Local,2017,0,1.260594723,0,1,2,1,12,760,35.3319,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor,40.1461,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor,1,62801.31,35.5,40,,1
Islamic State (Syria),Military Forces of Syria (2000-),Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,,,Syria,7/2/2017,,2261,2261,Remote violence,35.5,Deir-ez-Zor - Al-Qosor,40,"Alleged Islamic State drones dropped bombs around Qusour, injuring regime soldiers.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=60484,Other-Local,2017,0,1.260594723,0,1,2,1,12,760,35.3379,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor - Al-Qosor,40.1268,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor - Al-Qosor,1,62801.31,35.5,40,,1
Islamic State (Syria),Military Forces of Syria (2000-),Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,,,Syria,2/7/2017,,8789,8789,Remote violence,35.5,137th Brigade Army Base,40,IS shelled positions and vehicles of the Syrian regime forces in Brigade 137 area at the outskirts of Deir-ez-Zor city with machine guns and shells which caused material damages. Neither injuries nor fatalities were reported.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=69294,Other-Local,2017,0,1.260594723,0,1,2,1,12,760,35.3214,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: 137th Brigade Army Base,40.0263,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: 137th Brigade Army Base,1,62801.31,35.5,40,,1
Islamic State (Syria),Military Forces of Syria (2000-),Deir-ez-Zor,Deir-ez-Zor,Deir-ez-Zor,,Militia (Pro-Government),Syria,8/10/2017,,14150,14150,Remote violence,35.5,Deir-ez-Zor - Hettin,40,"The Islamic State released a video showing one of its drones targeting, with at least 2 bombs, regime military supplies, equipment depots, and armored vehicles in the stadium in the Hettin neighborhood of Deir-ez-Zor city. The bombing resulted in large explosions and the break out of fires at the stadium. Regime forces later claimed that IS had, in fact, carried out strikes on its own equipment before withdrawing from the stadium. No fatalities reported.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=77174,Other-Local,2017,0,1.260594723,0,1,2,1,12,760,35.3238,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor - Hettin,40.1524,Middle East: Syria: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor: Deir-ez-Zor - Hettin,1,62801.31,35.5,40,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Homs,Ar-Rastan,Talbiseh,,,Syria,5/2/2017,,2113,2113,Remote violence,35,Jaborine,36.5,"Regime forces targeted Jabburin with shelling, killing one rebel fighter.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=60353,Other-Local,2017,0.092026251,0.092026251,1,1,2,1,12,760,34.8468,Middle East: Syria: Homs: Ar-Rastan: Talbiseh: Jaborine,36.6715,Middle East: Syria: Homs: Ar-Rastan: Talbiseh: Jaborine,1,860265.4,35,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Damascus,Damascus,Damascus,,,Syria,9/4/2017,,35950,35950,Remote violence,33.5,Damascus - Jobar,36.5,Opposition forces shelled regime forces in areas around Jobar in Damascus with mortar shells. Unknown number of fatalities coded as 10 - fatalies distributed over 5 events.,Middle East,SOHR; SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-09-04-2017.html; SOHR_http://www.syriahr.com/en/?p=64556,Other-Local,2017,0.479804362,0.239902181,2,1,2,1,12,760,33.5237,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Jobar,36.3318,Middle East: Syria: Damascus: Damascus: Damascus: Damascus - Jobar,1,329997,33.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,9/4/2017,,39760,39760,Remote violence,33.5,Mahmadiyeh,36.5,Opposition forces shelled regime forces in Mahmadiyeh and areas around Jobar in Damascus with mortar shells. Unknown number of fatalities coded as 10. Fatalities distributed over 5 events.,Middle East,SHAM; Undisclosed Source: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-09-04-2017.html; Undisclosed Source,Other-Local,2017,0.479804362,0.239902181,2,1,2,1,12,760,33.5066,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Mahmadiyeh,36.421,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Mahmadiyeh,1,329997,33.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Masyaf,Jeb Ramleh,,Civilians (Syria),Syria,5/3/2017,,3602,3602,Remote violence,35,Aslieh,36.5,Rebels targeted Syrian regime forces' positions in Aslieh village in Hama with mortars and artillery that killed two children.,Middle East,SOHR; SHAM: SOHR_http://www.syriahr.com/en/?p=62262; SHAM_http://cp.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A3%D8%AD%D8%AF-05-03-2017.html,Other-Local,2017,0.184052503,0.092026251,2,1,2,1,12,760,35.1967,Middle East: Syria: Hama: Masyaf: Jeb Ramleh: Aslieh,36.4892,Middle East: Syria: Hama: Masyaf: Jeb Ramleh: Aslieh,1,860265.4,35,36.5,,1
Islamist Rebels (Syria),Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,9/8/2017,,10544,10544,Remote violence,35,Batish,36.5,"The Islamic rebel troops shelled the Syrian army locations in Halfaya and Batish villages in Hama countryside, casualties among the Syrian army fighters were reported. fatalities are assumed. Unknown fatalities coded as 10. Distributed between events in Halfaya ad Batish.",Middle East,SOHR: SOHR_http://www.syriahr.com/2017/08/09/%d8%aa%d9%86%d8%b8%d9%8a%d9%85-%d8%a7%d9%84%d8%af%d9%88%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85%d9%8a%d8%a9-%d9%8a%d9%82%d8%b5%d9%81-%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%a7%d9%84-2/,Other-Local,2017,0.460131257,0.092026251,5,1,2,1,12,760,35.2314,Middle East: Syria: Hama: Muhradah: Muhradah: Batish,36.6271,Middle East: Syria: Hama: Muhradah: Muhradah: Batish,1,860265.4,35,36.5,,1
Islamist Rebels (Syria),Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,9/8/2017,,10545,10545,Remote violence,35.5,Halfaya,36.5,"The Islamic rebel troops shelled the Syrian army locations in Halfaya and Bataysh villages in Hama countryside, casualties among the Syrian army fighters were reported. Fatalities are assumed. Unknown fatalities coded as 10. Distributed between events in Halfaya ad Bataysh.",Middle East,SOHR: SOHR_http://www.syriahr.com/2017/08/09/%d8%aa%d9%86%d8%b8%d9%8a%d9%85-%d8%a7%d9%84%d8%af%d9%88%d9%84%d8%a9-%d8%a7%d9%84%d8%a5%d8%b3%d9%84%d8%a7%d9%85%d9%8a%d8%a9-%d9%8a%d9%82%d8%b5%d9%81-%d9%85%d8%af%d9%8a%d9%86%d8%a9-%d8%a7%d9%84-2/,Other-Local,2017,0.515108067,0.103021613,5,1,2,1,12,760,35.2585,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,36.609,Middle East: Syria: Hama: Muhradah: Muhradah: Halfaya,1,768450.4,35.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Lattakia,Lattakia,Rabee'a,Islamist Militia (Syria),,Syria,10/7/2017,,9158,9158,Remote violence,36,Atirah,36,Islamic factions fired mortars and artillery shells on positions of the regime forces in Burj Zahiya and Atirah in the northern countryside of Lattakia. Casualties were reported among the regime forces and their allied militiamen. fatalities are assumed. Unknown fatalities coded as 10.,Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=69775,Other-Local,2017,0.806476095,0.080647609,10,1,2,1,12,760,35.8474,Middle East: Syria: Lattakia: Lattakia: Rabee'a: Atirah,36.04,Middle East: Syria: Lattakia: Lattakia: Rabee'a: Atirah,1,981641,36,36,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,10/4/2017,,35960,35960,Remote violence,33.5,Jisrein,36.5,"Rebels targeted regime positions in Jisrein in Eastern Ghouta with mortar shells, causing unknown casualties coded as 10.",Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%A5%D8%AB%D9%86%D9%8A%D9%86-10-04-2017.html,Other-Local,2017,2.399021809,0.239902181,10,1,2,1,12,760,33.5063,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Jisrein,36.3857,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Jisrein,1,329997,33.5,36.5,,1
FaR: Al Rahman Corps,Military Forces of Syria (2000-),Rural Damascus,Rural Damascus,Kafr Batna,,,Syria,9/9/2017,,12294,12294,Remote violence,33.5,Ein Terma,36.5,"Al-Rahman Corps detonated tunnels that the Syrian army had dug in Ein Terma town in Rural Damascus, which led to the killing of all the Syrian army fighters who were inside these tunnels. Unknown fatalities coded as 10.",Middle East,SOHR: SOHR_http://www.syriahr.com/en/?p=73882,Other-Local,2017,2.399021809,0.239902181,10,1,2,1,12,760,33.5134,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,36.35,Middle East: Syria: Rural Damascus: Rural Damascus: Kafr Batna: Ein Terma,1,329997,33.5,36.5,,1
Opposition Rebels (Syria),Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,,,Syria,9/5/2017,,40029,40029,Remote violence,35.5,Zalaqit,36.5,Opposition forces killed and injured several regime fighters on Alzlaqeyat checkpoint in Hama after targeting them with heavy machine gun artillery fire. Unknown number of casualties coded as 10.,Middle East,SHAM: SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AB%D8%A7%D8%A1-009-05-2017.html,Other-Local,2017,1.030216134,0.103021613,10,1,2,1,12,760,35.2781,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,36.6065,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,1,768450.4,35.5,36.5,,1
Al Wosta Division,Military Forces of Syria (2000-),Hama,Muhradah,Muhradah,Opposition Rebels (Syria),,Syria,11/5/2017,,25612,25612,Remote violence,35.5,Zalaqit,36.5,Al Wosta Division targeted a gathering of Syrian regime forces with a TOW in Al-Zilaqiyat of Hama governorate. Unknown number of fatalities coded as 10.,Middle East,SHAM; LiveUMap: LiveUMap_https://syria.liveuamap.com/en/2017/11-may-fsa-central-division--tow-atgm-strike-on-gathering ; Twitter_https://twitter.com/badly_xeroxed/status/862742572321603585; SHAM_http://www.shaam.org/reports/battleground-reports/%D8%AD%D8%B5%D8%A7%D8%AF-%D8%A7%D9%84%D8%A7%D8%AD%D8%AF%D8%A7%D8%AB-%D8%A7%D9%84%D9%85%D9%8A%D8%AF%D8%A7%D9%86%D9%8A%D8%A9-%D9%84%D9%8A%D9%88%D9%85-%D8%A7%D9%84%D8%AE%D9%85%D9%8A%D8%B3-11-05-2017.html,Other-Local,2017,1.030216134,0.103021613,10,1,2,1,12,760,35.2781,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,36.6065,Middle East: Syria: Hama: Muhradah: Muhradah: Zalaqit,1,768450.4,35.5,36.5,,1
