reference,dateofocc,subreg,hostility_,victim_d,descriptio,hostilityt,hostilit_D,victim_l,victim_l_D,navarea,x,y
2009-29,2009/01/08,"61",PIRATES,FISHING VESSEL,"KIUNGA, KENYA: HEAVILY ARMED PIRATES IN A SPEEDBOAT, PRESUMED TO BE FROM SOMALIA, CAME ALONGSIDE A FISHING VESSEL AT ANCHOR, THEY BOARDED THE VESSEL AND TIED UP ALL CREWMEMBERS. THEY STOLE CASH, SOME VALUABLE EQUIPMENT AND FORCED THREE CREWMEMBERS INTO T","1",Pirate Assault,"4",Fishing Vessel,VIII,41.4852778001,-1.7494444001
2009-30,2009/01/04,"57",PIRATES,SUPPLY TANKER,"BONNY RIVER NIGERIA: SUPPLY VESSEL (BOURBON LEDA) HIJACKED 4 JAN 09, SUBSEQUENTLY RELEASED 7 JAN 09 WHILE TRANSITING ALONG THE BONNY RIVER, NIGER DELTA. THE VESSEL AND ITS NINE CREW MEMBERS WERE HIJACKED BY AN UNKNOWN NUMBER OF GUNMEN AS IT WAS MAKING IT","1",Pirate Assault,"3",Cargo Ship,II,7.2499999999,3.8333333001
2009-31,2009/01/14,"62",PIRATES,TANKER,GULF OF ADEN: TANKER REPORTED SUSPPICIOUS APPROACH 14 JAN 09 AT 1645 LOCAL TIME WHILE UNDERWAY IN POSITION 13-02N 046-41E. ONE FISHING BOAT WAS DETECTED ON STARBOARD BOW TOWING A SMALL SKIFF WITH A SPEED OF 7 KTS. THE FISHING BOAT REDUCED SPEED AND THE D,"1",Pirate Assault,"9",Tanker,IX,46.6833333001,13.0333332998
2009-32,2009/01/14,"25",PIRATES,SAILBOAT,"ST. LUCIA: SAILBOAT ROBBED WHILE ANCHORED IN SOUFRIERE BAY, 14 JAN 09 REPORTING. WHILE OWNERS WERE OUT, ROBBERS BROKE THE LOCK AND BOARDED THE SAILBOAT. A LAPTOP, JEWELRY, AND A VIDEO CAMERA WERE REPORTED STOLEN.","1",Pirate Assault,"8",Sailing Vessel,IV,-61.0333332998,13.8333333004
2009-33,2008/11/08,"25",PIRATES,YACHT,"ST. VINCENT AND THE GRENADINES: YACHT ROBBED 8 NOV 08 WHILE ANCHORED IN PORT ELIZABETH, BEQUIA, PER 14 JAN 09 REPORTING. WHILE OWNERS WERE AWAY, ROBBERS BROKE IN AND STOLE A SUBSTANTIAL AMOUNT OF MONEY AND A CELL PHONE. THE POLICE WERE CONTACTED AND A RE","1",Pirate Assault,"8",Sailing Vessel,IV,-61.2666667000,12.9999999999
2009-34,2009/01/06,"22",PIRATES,BULK CARRIER,"PERU:  Bulk carrier boarded 06 jan 2009 at 1945 local time while anchored at 12-01S 077-13W, Callao. Five robbers boarded the bulk carrier at anchor. Duty crew noticed the robbers trying to break the forepeak store hatch and raised the alarm. on hearing","1",Pirate Assault,"3",Cargo Ship,XVI,-77.2166666997,-12.0166666999
2009-35,2009/01/09,"22",PIRATES,CONTAINER SHIP,"PERU: Container ship robbed 09 Jan 2009 at 0130 utc while anchored in position 12-01S 077-12W, callao anchorage no. 1. crew member onboard spotted armed robbers lowering ship's stores. two of the robbers tried to attack the crew member but he managed to","1",Pirate Assault,"3",Cargo Ship,XVI,-77.1999999998,-12.0166666999
2009-36,2009/01/15,"57",PIRATES,BULK CARRIER,"LOME ANCHORAGE, TOGO: SEVEN, ARMED ROBBERS IN A MOTOR BOAT ATTEMPTED TO BOARD A BULK CARRIER AT ANCHOR. DUTY OFFICER RAISED ALARM AND CREW PREPARED FIRE HOSES. UPON SEEING CREW ALERTNESS THE ROBBERS ABORTED THE ATTEMPTED ATTACK. PORT CONTROL INFORMED.","1",Pirate Assault,"3",Cargo Ship,II,1.2516666997,6.0936110997
2009-37,2009/01/15,"57",PIRATES,BULK CARRIER,"Lome anchorage, togo: Four robbers in a motor boat attempted to board a bulk carrier at anchor. Duty officer raised alarm and crew activated fire hoses. Upon seeing crew alertness the robbers aborted the attempt. Master heaved up anchor and proceeded to","1",Pirate Assault,"3",Cargo Ship,II,1.2516666997,6.0936110997
2009-38,2009/01/12,"26",PIRATES,RORO SHIP,"PORT AU PRINCE ANCHORAGE, HAITI: THREE ROBBERS IN A SMALL BOAT APPROACHED A RORO SHIP AT ANCHOR. ONE OF THE ROBBERS ATTEMPTED TO BOARD VIA SIDE RAMP. DUTY A/B SHOUTED AT THE ROBBER AND RAISED ALARM. THE ROBBER JUMPED OFF THE RAMP AND ESCAPED WITH HIS ACC","1",Pirate Assault,"3",Cargo Ship,IV,-72.4666666998,18.6000000002
2009-39,2009/01/10,"24",PIRATES,TANKER,"FORTALEZA PORT, BRAZIL: FOUR ROBBERS IN A BOAT APPROACHED A PRODUCT TANKER AT BERTH. ONE OF THE ROBBERS BOARDED THE TANKER USING A HOOK ATTACHED TO A ROPE. DUTY A/B NOTICED THE ROBBER AND RAISED ALARM. THE ROBBER JUMPED OVERBOARD AND ESCAPED WITH HIS ACC","1",Pirate Assault,"9",Tanker,IV,-56.4166667003,6.0666667003
2009-221,2009/05/01,"61",PIRATES,BULK CARRIER,"960 MILES OF MOGADISHU, SOMALIA:  Pirates in two small boats armed with automatic guns attacked a bulk carrier underway. Duty officer raised alarm ad crew locked all access spaces. 1st boat attempted to board the ship using ladder ad the 2nd boat fired u","1",Pirate Assault,"3",Cargo Ship,VIII,60.0666667003,-4.7333332997
2009-222,2009/05/02,"61",PIRATES,CARGO SHIP,"MOGADISHU, SOMALIA:  Armed pirates attacked and hijacked a general cargo ship underway. Additional information awaited.","1",Pirate Assault,"3",Cargo Ship,VIII,47.9666667001,4.1999999999
2009-223,2009/05/02,"61",PIRATES,BULK CARRIER,"INDIAN OCEAN:   Bulk carrier (ARIANA) hijacked 2 May 09 at 0230 UTC while underway in position  07-19S - 052-11E, approximately 245NM southwest of Port Victoria, Seychelles. Armed pirates attacked and hijacked the vessel while underway. Twenty four  crew","1",Pirate Assault,"3",Cargo Ship,VIII,52.1833332998,-7.3166666999
2009-224,2009/05/02,"61",PIRATES,TANKER,"560 MILES SOUTHEAST OF MOGADISHU, SOMALIA:  A pirate mother vessel and two high speedboats were observed at a distance of six miles from a tanker underway. Master altered course and the boats started chasing the tanker. Master raised alarm, sent distress","1",Pirate Assault,"9",Tanker,VIII,50.1999999996,-6.1166667004
2009-225,2009/05/03,"72",PIRATES,CONTAINER SHIP,"SANDAKAN ANCHORAGE, MALAYSIA:  A fisherman offering fresh fish approached on the stbd side of a container ship at anchor. While four robbers in a speedboat approached from the port side of the vessel and attempted to board. Alert crew saw the robbers and","1",Pirate Assault,"3",Cargo Ship,XI,118.1166667002,5.8166667001
2009-226,2009/05/03,"71",PIRATES,CHEMICAL TANKER,"MALAYSIA:  Four robbers in a fishing boat approached a chemical tanker at berth. While crew members were busy at the manifold, the robbers boarded the tanker using hook attached to a rope. Several crewmembers saw unidentified persons on forecastle deck a","1",Pirate Assault,"9",Tanker,XI,110.0000000003,4.9999999996
2009-227,2009/05/06,"62",PIRATES,MOTOR VESSEL,"GULF OF ADEN:   Vessel fired upon 6 May 09 at 0910 UTC while underway in position 13-34N - 048-38E. Armed men in a skiff fired shots at the vessel while underway. The captain conducted evasive maneuvers, and in doing so, caused the pirate skiff to capsiz","1",Pirate Assault,"11",Vessel,IX,48.6333333003,13.5666667001
2009-228,2009/05/05,"62",PIRATES,CARGO SHIP,"GULF OF ADEN:   General cargo ship (VICTORIA) hijacked 5 May 09 at 1304 UTC while underway in position 13-24N - 049-22E. Pirates boarded and hijacked the vessel while underway. Eleven crewmembers are currently onboard (IMB, Bloomberg).","1",Pirate Assault,"3",Cargo Ship,IX,49.3666667000,13.3999999997
2009-229,2009/05/05,"62",PIRATES,MOTOR VESSEL,GULF OF ADEN:   Vessel (MICHAEL S) fired upon 5 May 09 at 0444Z while underway in position  13-09N - 049-08E. Four men onboard a boat opened fire on the vessel with an RPG. An Italian frigate in the vicinity arrived to provide assistance and the vessel w,"1",Pirate Assault,"11",Vessel,IX,49.1333332998,13.1500000004
2009-230,2009/05/05,"61",PIRATES,MOTOR VESSEL,"INDIAN OCEAN:   Vessel reported attempted boarding 5 May 09 at 0930 local time while underway in position 02-38S - 053-49E, approximately 155NM northwest of Port Victoria, Seychelles. Eight pirates in two speed boats armed with automatic weapons approach","1",Pirate Assault,"11",Vessel,VIII,53.8166666998,-2.6333332999
2009-231,2009/05/01,"61",PIRATES,MOTOR VESSEL,"INDIAN OCEAN:   Vessel reported suspicious approach 1 May 09 at 1100 local time while underway in position 08-04S - 057-11E, approximately 220NM southeast of Port Victoria,  Seychelles. Vessel reported being chased for approximately 20 minutes after the","1",Pirate Assault,"11",Vessel,VIII,57.1833333000,-8.0666666997
2009-232,2009/04/30,"61",PIRATES,CONTAINER SHIP,"INDIAN OCEAN:   Container ship fired upon 30 Apr 09 at 1224 UTC while underway in position  04-01S - 059-33E, approximately 250NM east of Port Victoria, Seychelles. Eight  pirates in two speedboats armed with guns and RPGs chased the vessel. The master r","1",Pirate Assault,"3",Cargo Ship,VIII,59.5499999999,-4.0166666997
2009-233,2009/04/30,"61",PRIATES,MOTOR VESSEL,"INDIAN OCEAN:   Vessel (JOLLY SMERALDO) fired upon 30 Apr 09 at 0350 UTC while underway in position 00-36N - 050-08E, approximately 250NM off the coast of Somalia. Pirates armed with automatic weapons in a skiff chased the vessel and opened fire. The cap","1",Pirate Assault,"11",Vessel,VIII,50.1333332999,0.5999999996
2009-426,2009/11/07,"62",PIRATES,CARGO SHIP,"GULF OF ADEN:  Six pirates armed with automatic weapons and rpg in a skiff fired upon a general cargo ship underway. Master raised alarm contacted coalition warship, increased speed and took evasive maneuvers. The pirates attempted to board the ship usin","1",Pirate Assault,"3",Cargo Ship,IX,47.1916666999,12.6250000004
2009-427,2009/11/09,"61",PIRATES,TANKER,"INDIAN OCEAN:   Tanker (BW LION) fired upon 9 Nov 09 at 0830 UTC while underway in position  01-09S  061-35E, approximately 420NM northeast of Port Victoria, Seychelles. Several men in two skiffs armed with assault rifles and RPGs chased and opened fire","1",Pirate Assault,"9",Tanker,VIII,61.5833332999,-1.1500000002
2009-428,2009/11/10,"61",PIRATES,CONTAINER SHIP,"INDIAN OCEAN:   Container ship (NELE MAERSK) fired upon 10 Nov 09 at 0200 UTC while underway in position 00-43.7S  061-57.8E, approximately 455NM northeast of Port Victoria, Seychelles. Men in two skiffs armed with assault rifles and RPGs chased and open","1",Pirate Assault,"3",Cargo Ship,VIII,61.9633332996,-0.7166667004
2009-429,2009/11/06,"24",PIRATES,SAILING VESSEL,VENEZUELA:   Sailing vessel (JUPITER) reported suspicious approach 6 Nov 09 at 1700 local time while underway between positions 10-55N  065-00W (Isla la Tortuga) and 11-00N  064:30W (Isla de Margarita). A skiff painted in bright colors with three men onb,"1",Pirate Assault,"8",Sailing Vessel,IV,-65.0000000000,10.9166667000
2009-430,2009/11/05,"62",PIRATES,CARGO SHIP,"GULF OF ADEN:   General cargo ship reported suspicious approach 5 Nov 09 at 0648 UTC while underway in position 13-42.8N  050-56.1E.  A small speedboat was sighted at a distance of 4NM. When the boat passed the port beam, it immediately changed course an","1",Pirate Assault,"3",Cargo Ship,IX,50.9349999996,13.7133332996
2009-431,2009/11/05,"62",PIRATES,BULK CARRIER,"GULF OF ADEN:   Bulk carrier (THEOFOROS I) fired upon 5 Nov 09 at 0333 UTC while underway in position 13-10N  049-11E. According to Greek authorities, the crewmembers activated high-pressure fire hoses against the attackers until a Turkish warship arrive","1",Pirate Assault,"3",Cargo Ship,IX,49.1833332997,13.1666667003
2009-432,2009/11/11,"61",PIRATES,BULK CARRIER,"INDIAN OCEAN:   Bulk carrier (FILITSA) reportedly hijacked 11 Nov 09 at 0200 UTC while underway in position 00-35S  062-40E, approximately 500NM northeast of Port Victoria, Seychelles. According to the owners, pirates boarded the vessel and all communica","1",Pirate Assault,"3",Cargo Ship,VIII,62.6666666996,-0.5833333000
2009-433,2009/11/10,"61",PIRATES,CONTAINER SHIP,"INDIAN OCEAN:   Container ship (FELICITAS RICKMERS) fired upon 10 Nov 09 at 0430 UTC while underway in position 06-33S  048-14E, approximately 500NM southeast of Kismayo, Somalia. The vessel reported being under attack by two skiffs. Shots were fired, bu","1",Pirate Assault,"3",Cargo Ship,VIII,48.2333333004,-6.5500000002
2009-434,2009/11/13,"61",PIRATES,MERCHANT VESSEL,"INDIAN OCEAN:   Cargo ship (JOLLY ROSSO) reported suspicious approach 13 Nov 09 at 0720 UTC while underway in position 11-26S  043-42E, approximately 15NM east of Comoros. Men in two small skiffs armed with guns chased the vessel. The master raised the a","1",Pirate Assault,"5",Merchant Vessel,VII,43.6999999999,-11.4333332998
2009-435,2009/11/13,"61",PIRATES,MERCHANT VESSEL,"INDIAN OCEAN:  General cargo ship fired upon 13 Nov 09 at 0446 UTC while  underway in position 00-42S  047-58E, approximately 220NM southeast of Mogadishu,  Somalia. Men in a white skiff armed with guns chased and opened fire on the vessel while  underwa","1",Pirate Assault,"5",Merchant Vessel,VIII,47.9666667001,-0.6999999996
2009-436,2009/11/05,"61",PIRATES,BULK CARRIER,"INDIAN OCEAN:   Bulk carrier (DELVINA) hijacked 5 Nov 09 at 0426 UTC while underway in position 09-40.36S  045-05.48E, approximately 690NM south of Mogadishu, Somalia. The owners reported the vessel came under attack and was boarded by pirates (AFP, IMB)","1",Pirate Assault,"3",Cargo Ship,VIII,45.0913888996,-9.6727777999
2008-357,2008/09/23,"61",SMALL BOATS,USNS VESSEL,"INDIAN OCEAN USNS (JOHN LENTHALL) reported suspicious approach 23 Sep 08 while underway off the central east coast of Somalia. Despite defensive measures to deter them from approaching, the small boats continued to approach the ship. An embarked security","4",Kidnapping,"11",Vessel,VIII,48.0000000001,3.9999999996
2008-358,2008/09/21,"61",NINE SMALL BOATS,DRY CARGO SHIP,INDIAN OCEAN Dry cargo ship reported suspicious approach 21 Sep 08 while underway in position 01-27N 052:15E. The vessel reported being followed by eight to nine small boats (IMB).,"4",Kidnapping,"3",Cargo Ship,VIII,52.2499999996,1.4500000001
2008-359,2008/09/21,"61",THREE SPEED BOATS,BULK CARRIER,"INDIAN OCEAN Bulk carrier (CAPT STEFANOS) hijacked 21 Sep 08 at 0310 UTC while underway in position 02-30.0N 051-59.5E, 250 nm off Somali coast. Four pirates in three speedboats boarded a bulk carrier underway. They took hostage the 19 crewmembers compos","4",Kidnapping,"3",Cargo Ship,VIII,51.9916666997,2.5000000000
2008-360,2008/09/20,"61",PIRATES,TANKER,"INDIAN OCEAN Tanker fired upon 20 Sep 08 at 1700 UTC while in position 02-37N 051-25E, 250 nm east of the Somali coast. Three pirates armed with machine guns and RPG in a white-colored fast boat chased and fired upon the ship. The ship's master increased","1",Pirate Assault,"9",Tanker,VIII,51.4166666999,2.6166666996
2008-361,2008/09/18,"61",SPEEDBOAT,BULK CARRIER,"INDIAN OCEAN Bulk carrier (CENTAURI) hijacked 18 Sep 08 at 0250 UTC while underway in position 02-22.22N 050-55.26E, 250nm east of Mogadishu, Somalia. Five armed pirates in a speedboat attacked the carrier. 25 crewmembers were taken hostage (IMB). .","4",Kidnapping,"3",Cargo Ship,VIII,50.9238889002,2.3727778003
2008-362,2008/09/18,"61",PIRATES,TANKER,"TANZANIA: Tanker robbed 18 Sep 08 at 0045 UTC while drifting in position 06-40S 039-35E, 18nm east of Dar es Salaam, Tanzania. Six pirates boarded the tanker, broke forward store, and stole ship's stores. Alarm was raised and crew was mustered. Pirates j","1",Pirate Assault,"9",Tanker,VIII,39.5833333001,-6.6666666998
2008-363,2008/09/20,"61",PIRATES,CONTAINER SHIP,"TANZANIA Container ship robbed 20 Sept 08 at 0030 local time while in position 06-41.1S 039-26.2E, Dar es Salaam anchorage. 16 pirates in a 15-meter long boat armed with knives boarded the ship. The pirates gained access to the ship via the forecastle de","1",Pirate Assault,"3",Cargo Ship,VIII,39.4366666997,-6.6849999999
2008-364,2008/08/30,"61",PIRATES,CONTAINER SHIP,"TANZANIA: Container ship boarded 30 Aug 08 at 0001 local time while drifting in position 06-47.4S 039-40.2E, Dar es Salaam Roads. Three perpetrators armed with knives boarded the vessel. Another three perpetrators were seen climbing up using a knotted li","1",Pirate Assault,"3",Cargo Ship,VIII,39.6700000000,-6.7899999999
2008-365,2008/08/29,"61",PIRATES,GENERAL CARGO VESSEL,"TANZANIA Container ship boarded, robbed 29 Aug 08 at 2005 local time while in position 06-46.95S 039-21.68E, Dar es Salaam Anchorage. Robbers boarded the vessel. The duty crew noticed one robber on the starboard side armed with a knife. The robber threw","1",Pirate Assault,"3",Cargo Ship,VIII,39.3516666998,-6.7691666997
2008-366,2008/09/15,"62",RED SPEED BOATS,GENERAL CARGO VESSEL,GULF OF ADEN General cargo vessel fired upon 15 Sep 08 at 1453 UTC while underway in position 13-38.87N 048-59.0E. The duty officer onboard the vessel noticed a possible red mother-ship releasing speedboats. The blue speedboat had approximately six pirat,"4",Kidnapping,"3",Cargo Ship,IX,48.9833333002,13.6355556003
2009-40,2009/01/15,"93",PIRATES,TANKER,"VUNGTAU ANCHORAGE, VIETNAM: Two robbers boarded a bitumen tanker at anchor. Duty a/b noticed the robbers and raised the alarm. The ship's whistle was sounded and crew mustered. Upon hearing the alarm, robbers jumped into the water and escaped with the sh","1",Pirate Assault,"9",Tanker,XI,107.0672222004,10.2358333002
2009-41,2009/01/15,"57",PIRATES,TANKER,"LAGOS OUTER ANCHORAGE, NIGERIA: 10 ROBBERS ARMED WITH GUNS AND KNIVES BOARDED A TANKER AT ANCHOR. THEY ATTACKED THE CAPTAIN, ROBBED CASH AND VALUABLES AND ESCAPED. AUTHORITIES INFORMED.","1",Pirate Assault,"9",Tanker,II,5.0833333003,5.3499999996
2009-42,2009/01/12,"26",PIRATES,MOTOR VESSEL,"HAITI:   RORO vessel reported an attempted boarding 12 Jan 09 at 0340 local time, while  anchored at Port Au Prince. Three robbers in a small boat approached the ship at anchor.  One of the robbers attempted to board via side ramp. The duty officer shout","1",Pirate Assault,"11",Vessel,IV,-72.4041667002,18.5722222000
2009-43,2009/01/10,"24",PIRATES,TANKER,BRAZIL:   Tanker robbed 10 Jan 09 at 2300 local time while at berth in Fortaleza port. Four robbers in a boat approached a product tanker at berth. One of the robbers boarded the tanker using a hook attached to a rope. A duty crewmember noticed the robbe,"1",Pirate Assault,"9",Tanker,V,-38.5333333004,-3.7166666996
2009-44,2009/01/15,"57",PIRATES,BULK CARRIER,"TOGO:   Bulk carrier reported an attempted boarding 15 Jan 09 at 0145 UTC while anchored in position 06-05N 001-15E, Lome anchorage. Seven armed robbers in a motor boat  attempted to board the vessel at anchor. The duty officer raised the alarm and the c","1",Pirate Assault,"3",Cargo Ship,II,1.2499999997,6.0833333004
2009-45,2009/01/15,"57",PIRATES,BULK CARRIER,"TOGO:   Bulk carrier reported an attempted boarding 15 Jan 09 at 0235 UTC while anchored in position 06-05N 001-15E, Lome anchorage. Four robbers in a motor boat attempted to board the vessel at anchor. The duty officer raised the alarm and the crew acti","1",Pirate Assault,"3",Cargo Ship,II,1.2872222002,6.1399999996
