LOCATION,Country,INDICATOR,Indicator,MEASURE,Measure,INEQUALITY,Inequality,Unit Code,Unit,Value
USA,United States,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,82
BRA,Brazil,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,77
CHL,Chile,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,72
EST,Estonia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,85
ISR,Israel,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,68
LVA,Latvia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,79
RUS,Russia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,58
SVN,Slovenia,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,90
ZAF,South Africa,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,70
OECD,OECD - Total,EQ_WATER,Water quality,L,Value,MN,Men,PC,Percentage,81
AUS,Australia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,92
AUT,Austria,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,91
BEL,Belgium,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,81
CAN,Canada,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,90
CZE,Czech Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,86
DNK,Denmark,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,94
FIN,Finland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,94
FRA,France,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,82
DEU,Germany,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,92
GRC,Greece,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,68
HUN,Hungary,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,77
ISL,Iceland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,98
IRL,Ireland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,85
ITA,Italy,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,69
JPN,Japan,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,86
KOR,Korea,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,76
LUX,Luxembourg,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,83
MEX,Mexico,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,68
NLD,Netherlands,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,92
NZL,New Zealand,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,87
NOR,Norway,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,97
POL,Poland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,81
PRT,Portugal,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,86
SVK,Slovak Republic,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,85
ESP,Spain,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,74
SWE,Sweden,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,96
CHE,Switzerland,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,96
TUR,Turkey,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,65
GBR,United Kingdom,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,85
USA,United States,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,83
BRA,Brazil,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,69
CHL,Chile,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,70
EST,Estonia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,83
ISR,Israel,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,66
LVA,Latvia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,80
RUS,Russia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,53
SVN,Slovenia,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,89
ZAF,South Africa,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,64
OECD,OECD - Total,EQ_WATER,Water quality,L,Value,WMN,Women,PC,Percentage,81
AUS,Australia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,91
AUT,Austria,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,80
BEL,Belgium,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,89
CAN,Canada,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,68
CZE,Czech Republic,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,61
DNK,Denmark,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,86
FIN,Finland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,67
FRA,France,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,75
DEU,Germany,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,76
GRC,Greece,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,64
HUN,Hungary,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,70
ISL,Iceland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,79
IRL,Ireland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,65
ITA,Italy,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,73
JPN,Japan,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,53
KOR,Korea,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,77
LUX,Luxembourg,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,91
MEX,Mexico,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,63
NLD,Netherlands,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,82
NZL,New Zealand,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,80
NOR,Norway,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,78
POL,Poland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,55
PRT,Portugal,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,56
SVK,Slovak Republic,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,60
ESP,Spain,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,70
SWE,Sweden,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,86
CHE,Switzerland,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,49
TUR,Turkey,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,86
GBR,United Kingdom,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,69
USA,United States,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,65
BRA,Brazil,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,79
CHL,Chile,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,47
EST,Estonia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,64
ISR,Israel,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,72
LVA,Latvia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,59
RUS,Russia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,68
SVN,Slovenia,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,53
ZAF,South Africa,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,73
OECD,OECD - Total,CG_VOTO,Voter turnout,L,Value,TOT,Total,PC,Percentage,68
AUS,Australia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.5
AUT,Austria,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.7
BEL,Belgium,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.5
CAN,Canada,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.9
CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,79.1
DNK,Denmark,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,80.9
FIN,Finland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.5
FRA,France,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.4
DEU,Germany,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.1
GRC,Greece,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.5
HUN,Hungary,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,76.2
ISL,Iceland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.3
IRL,Ireland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.8
ITA,Italy,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,83.3
JPN,Japan,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,84.1
KOR,Korea,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.4
LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.8
MEX,Mexico,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,75.4
NLD,Netherlands,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.6
NZL,New Zealand,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.7
NOR,Norway,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.5
POL,Poland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,78
PRT,Portugal,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.2
SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,77.3
ESP,Spain,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,83.4
SWE,Sweden,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.4
CHE,Switzerland,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,83.7
TUR,Turkey,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,78
GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.2
USA,United States,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,78.6
BRA,Brazil,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,74.8
CHL,Chile,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,79.9
EST,Estonia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,77.8
ISR,Israel,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,82.5
LVA,Latvia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,74.7
RUS,Russia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,71.8
SVN,Slovenia,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,81.3
ZAF,South Africa,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,57.5
OECD,OECD - Total,HS_LEB,Life expectancy,L,Value,TOT,Total,YR,Years,80.2
AUS,Australia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.4
AUT,Austria,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79.3
BEL,Belgium,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79
CAN,Canada,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79.8
CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,76.1
DNK,Denmark,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79
FIN,Finland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,78.6
FRA,France,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79.2
DEU,Germany,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,78.6
GRC,Greece,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,78.9
HUN,Hungary,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,72.6
ISL,Iceland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.4
IRL,Ireland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79.9
ITA,Italy,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,81
JPN,Japan,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,81
KOR,Korea,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79.3
LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.1
MEX,Mexico,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,72.9
NLD,Netherlands,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80
NZL,New Zealand,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80
NOR,Norway,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.7
POL,Poland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,73.9
PRT,Portugal,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,78.1
SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,73.8
ESP,Spain,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.5
SWE,Sweden,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.6
CHE,Switzerland,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,81.7
TUR,Turkey,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,75.3
GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,79.4
USA,United States,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,76.1
BRA,Brazil,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,71
CHL,Chile,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,77.1
EST,Estonia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,73.3
ISR,Israel,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,80.7
LVA,Latvia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,69.8
RUS,Russia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,66.5
SVN,Slovenia,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,78.2
ZAF,South Africa,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,55.5
OECD,OECD - Total,HS_LEB,Life expectancy,L,Value,MN,Men,YR,Years,77.6
AUS,Australia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.6
AUT,Austria,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.1
BEL,Belgium,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84
CAN,Canada,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,83.9
CZE,Czech Republic,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,82.1
DNK,Denmark,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,82.8
FIN,Finland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.4
FRA,France,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,85.5
DEU,Germany,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,83.5
GRC,Greece,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84
HUN,Hungary,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,79.7
ISL,Iceland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.1
IRL,Ireland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,83.6
ITA,Italy,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,85.6
JPN,Japan,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,87.1
KOR,Korea,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,85.4
LUX,Luxembourg,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,85.4
MEX,Mexico,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,77.9
NLD,Netherlands,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,83.2
NZL,New Zealand,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,83.4
NOR,Norway,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.2
POL,Poland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,82
PRT,Portugal,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.3
SVK,Slovak Republic,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,80.7
ESP,Spain,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,86.3
SWE,Sweden,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.1
CHE,Switzerland,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,85.6
TUR,Turkey,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,80.7
GBR,United Kingdom,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,83
USA,United States,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,81.1
BRA,Brazil,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,78.5
CHL,Chile,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,82.7
EST,Estonia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,82.2
ISR,Israel,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.2
LVA,Latvia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,79.6
RUS,Russia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,77.1
SVN,Slovenia,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,84.3
ZAF,South Africa,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,59.5
OECD,OECD - Total,HS_LEB,Life expectancy,L,Value,WMN,Women,YR,Years,82.8
AUS,Australia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,85
AUT,Austria,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,70
BEL,Belgium,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,74
CAN,Canada,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,88
CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,60
DNK,Denmark,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,71
FIN,Finland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,70
FRA,France,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,66
DEU,Germany,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,65
GRC,Greece,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,74
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,60
ISL,Iceland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,76
IRL,Ireland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,83
ITA,Italy,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,71
JPN,Japan,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,36
KOR,Korea,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,33
LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,69
MEX,Mexico,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,66
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,76
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,88
NOR,Norway,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,77
POL,Poland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,58
PRT,Portugal,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,48
SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,66
ESP,Spain,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,72
SWE,Sweden,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,75
CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,78
TUR,Turkey,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,69
GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,69
USA,United States,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,88
CHL,Chile,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,57
EST,Estonia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,53
ISR,Israel,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,84
LVA,Latvia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,47
RUS,Russia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,43
SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,64
OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,TOT,Total,PC,Percentage,69
AUS,Australia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,85
AUT,Austria,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,72
BEL,Belgium,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,77
CAN,Canada,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,89
CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,62
DNK,Denmark,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,72
FIN,Finland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,72
FRA,France,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,68
DEU,Germany,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,67
GRC,Greece,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,77
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,63
ISL,Iceland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,80
IRL,Ireland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,83
ITA,Italy,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,74
JPN,Japan,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,37
KOR,Korea,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,36
LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,72
MEX,Mexico,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,67
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,79
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,88
NOR,Norway,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,79
POL,Poland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,62
PRT,Portugal,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,53
SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,70
ESP,Spain,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,75
SWE,Sweden,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,78
CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,80
TUR,Turkey,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,74
GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,69
USA,United States,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,89
CHL,Chile,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,62
EST,Estonia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,56
ISR,Israel,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,85
LVA,Latvia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,53
RUS,Russia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,49
SVN,Slovenia,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,68
OECD,OECD - Total,HS_SFRH,Self-reported health,L,Value,MN,Men,PC,Percentage,71
AUS,Australia,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,85
AUT,Austria,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,69
BEL,Belgium,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,71
CAN,Canada,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,88
CZE,Czech Republic,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,59
DNK,Denmark,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,70
FIN,Finland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,69
FRA,France,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,65
DEU,Germany,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,64
GRC,Greece,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,71
HUN,Hungary,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,56
ISL,Iceland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,73
IRL,Ireland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,83
ITA,Italy,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,68
JPN,Japan,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,34
KOR,Korea,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,29
LUX,Luxembourg,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,67
MEX,Mexico,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,64
NLD,Netherlands,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,73
NZL,New Zealand,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,88
NOR,Norway,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,75
POL,Poland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,56
PRT,Portugal,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,43
SVK,Slovak Republic,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,63
ESP,Spain,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,70
SWE,Sweden,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,72
CHE,Switzerland,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,76
TUR,Turkey,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,65
GBR,United Kingdom,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,69
USA,United States,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,87
CHL,Chile,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,53
EST,Estonia,HS_SFRH,Self-reported health,L,Value,WMN,Women,PC,Percentage,51
