Level,Indicator,Value,Region,Subregion,Territory,Year,Source,Source Description
Country,Homicide rate,3.8332253109,Asia,Western Asia,Lebanon,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.5360673512,Asia,Western Asia,Lebanon,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.5000024574,Asia,Western Asia,Lebanon,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,3.6073697685,Asia,Western Asia,Lebanon,2017,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.4929265033,Asia,Western Asia,Lebanon,2018,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,519,Africa,Southern Africa,Lesotho,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,549,Africa,Southern Africa,Lesotho,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,640,Africa,Southern Africa,Lesotho,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,665,Africa,Southern Africa,Lesotho,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,833,Africa,Southern Africa,Lesotho,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide count,895,Africa,Southern Africa,Lesotho,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,752,Africa,Southern Africa,Lesotho,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,723,Africa,Southern Africa,Lesotho,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,764,Africa,Southern Africa,Lesotho,2010,NSO,National Statistical Office
Country,Homicide count,712,Africa,Southern Africa,Lesotho,2011,NSO,National Statistical Office
Country,Homicide count,641,Africa,Southern Africa,Lesotho,2012,NSO,National Statistical Office
Country,Homicide count,658,Africa,Southern Africa,Lesotho,2013,NSO,National Statistical Office
Country,Homicide count,897,Africa,Southern Africa,Lesotho,2015,NSO,National Statistical Office
Country,Homicide rate,30.462090545,Africa,Southern Africa,Lesotho,1990,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,31.505841493,Africa,Southern Africa,Lesotho,1991,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,35.908979714,Africa,Southern Africa,Lesotho,1992,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,36.493606485,Africa,Southern Africa,Lesotho,1993,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,44.75311378,Africa,Southern Africa,Lesotho,1994,UNSDC,"Adhoc Collection of National Criminal Justice Data as collected in 2013 by UNODC, referred to as UNODC Special Data Collection"
Country,Homicide rate,45.044455606,Africa,Southern Africa,Lesotho,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,37.843523071,Africa,Southern Africa,Lesotho,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,36.329193748,Africa,Southern Africa,Lesotho,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,38.28470491,Africa,Southern Africa,Lesotho,2010,NSO,National Statistical Office
Country,Homicide rate,35.532612401,Africa,Southern Africa,Lesotho,2011,NSO,National Statistical Office
Country,Homicide rate,31.811603841,Africa,Southern Africa,Lesotho,2012,NSO,National Statistical Office
Country,Homicide rate,32.437314151,Africa,Southern Africa,Lesotho,2013,NSO,National Statistical Office
Country,Homicide rate,43.56460456,Africa,Southern Africa,Lesotho,2015,NSO,National Statistical Office
Country,Homicide count,100,Africa,Western Africa,Liberia,2007,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide count,177,Africa,Western Africa,Liberia,2008,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide count,145,Africa,Western Africa,Liberia,2009,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide count,129,Africa,Western Africa,Liberia,2010,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide count,161,Africa,Western Africa,Liberia,2011,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide count,135,Africa,Western Africa,Liberia,2012,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide rate,2.8885780137,Africa,Western Africa,Liberia,2007,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide rate,4.9059512515,Africa,Western Africa,Liberia,2008,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide rate,3.8624138915,Africa,Western Africa,Liberia,2009,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide rate,3.315038944,Africa,Western Africa,Liberia,2010,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide rate,4.0075211963,Africa,Western Africa,Liberia,2011,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide rate,3.2642899734,Africa,Western Africa,Liberia,2012,UNMIL,United Nations Mission in Liberia (UNMIL)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,1994,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,1995,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,1996,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,1997,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,1998,Eurostat,Statistical Office of the European Union
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,1999,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2000,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2001,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2002,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2003,Eurostat,Statistical Office of the European Union
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,2004,Eurostat,Statistical Office of the European Union
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2013,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,2014,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2015,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,0,Europe,Western Europe,Liechtenstein,2016,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,2017,NSO,National Statistical Office
Country,Homicide count,1,Europe,Western Europe,Liechtenstein,2018,NSO,National Statistical Office
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,1994,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,1995,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,1996,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,1997,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,1998,Eurostat,Statistical Office of the European Union
Country,Homicide rate,3.0520372349,Europe,Western Europe,Liechtenstein,1999,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2000,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2001,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2002,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2003,Eurostat,Statistical Office of the European Union
Country,Homicide rate,2.9032632679,Europe,Western Europe,Liechtenstein,2004,Eurostat,Statistical Office of the European Union
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2005,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2006,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2007,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.8193633877,Europe,Western Europe,Liechtenstein,2008,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2009,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,2.7780864541,Europe,Western Europe,Liechtenstein,2010,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2011,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
Country,Homicide rate,0,Europe,Western Europe,Liechtenstein,2012,CTS,National Criminal Justice Data as Collected through the United Nations Surveys on Crime Trends and the Operations of Criminal Justice Systems (UN-CTS)
