"","show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description"
"5220","s5220","TV Show","Rishta.com","","Shruti Seth, Kavi Shastri, Siddhant Karnick, Kavin Dave","India","March 15, 2018",2010,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","partners at an indian matrimonial agency face endlessly challenging and often impossible demands as they help clients make the perfect match."
"5221","s5221","Movie","Rising High","Cüneyt Kaya","David Kross, Frederick Lau, Janina Uhse, Anne Schäfer, Sophia Thomalla","Germany","April 17, 2020",2020,"TV-MA","95 min","Dramas, International Movies","ready to do anything to get rich, a young man upends the berlin property market with his shady pal, till the good times threaten to destroy it all."
"5222","s5222","Movie","Rising Phoenix","","","United Kingdom","August 26, 2020",2020,"PG-13","107 min","Documentaries, International Movies, Sports Movies","elite athletes and insiders reflect on the paralympic games and examine how they impact a global understanding of disability, diversity and excellence."
"5223","s5223","TV Show","Rita","","Mille Dinesen, Carsten Bjørnlund, Lise Baastrup, Nikolaj Groth, Ellen Hillingsø, Morten Vang Simonsen, Lykke Sand Michelsen, Carsten Norgaard, Sara Hjort Ditlevsen, Alexandre Willaume","Denmark","August 15, 2020",2020,"TV-MA","5 Seasons","International TV Shows, TV Comedies, TV Dramas","independent, outspoken and adored by her students, schoolteacher rita fares less well with adults in this comedy-drama from denmark."
"5224","s5224","Movie","Rivaaz","Ashok Nanda","Deepti Naval, Vijay Raaz, Meghna Naidu, Saadhika Randhawa, Ritisha Vijayvargya, Manoj Biddvai, Sayaji Shinde, Reema Lagoo","India","November 1, 2017",2011,"TV-MA","107 min","Dramas, Independent Movies, International Movies","in a village where girls are auctioned off rather than married, a man falls in love with a girl who is about to face the bidders."
"5225","s5225","Movie","River, el más grande siempre","Marcelo Altmark, Mariano Mucci, Luis A. Scalella","","Argentina","July 5, 2019",2019,"TV-G","105 min","Documentaries, International Movies, Sports Movies","experience the highlights of argentine soccer team club atl�tico river plate's long history, from its early development to its major victories."
"5226","s5226","Movie","River's Edge","Isao Yukisada","Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa","Japan","March 2, 2019",2018,"TV-MA","118 min","Dramas, International Movies","high schooler haruna befriends loner yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably."
"5227","s5227","TV Show","Riverdale","Rob Seidenglanz","K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich","United States","May 14, 2020",2019,"TV-14","4 Seasons","Crime TV Shows, TV Dramas, TV Mysteries","while navigating the troubled waters of sex, romance, school and family, teen archie and his gang become entangled in a dark riverdale mystery."
"5228","s5228","Movie","Rize","David LaChapelle","Tommy the Clown, Tight Eyez","United States, United Kingdom","October 1, 2020",2005,"PG-13","87 min","Documentaries","this documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in south central los angeles."
"5229","s5229","Movie","Road To High & Low","Shigeaki Kubo","Takanori Iwata, Nobuyuki Suzuki, Keita Machida, Akira, Sho Aoyagi, Keiji Kuroki, Yuki Yamada, Masataka Kubota, Kento Hayashi, Kenjiro Yamashita, Kanta Sato, Taiki Sato, Takahiro, Hiroomi Tosaka, Tatsuya Nakamura, Arata Iura","Japan","September 20, 2020",2016,"TV-MA","94 min","Action & Adventure, International Movies","three inseparable friends are torn when one of them becomes a member of a predatory criminal syndicate threatening to overpower his old friends' gang."
"5230","s5230","Movie","ROAD TO ROMA","Andres Clariond","","Mexico","February 11, 2020",2020,"TV-PG","73 min","Documentaries, International Movies","director alfonso cuar�n reflects on the childhood memories, period details and creative choices that shaped his academy award-winning film ""roma."""
"5231","s5231","Movie","Road to Sangam","Amit Rai","Paresh Rawal, Om Puri, Pavan Malhotra, Javed Sheikh, Swati Chitnis, Masood Akhtar, Sudhir Nema, Rakesh Srivastava","India","December 31, 2019",2010,"TV-14","136 min","Dramas, Independent Movies, International Movies","as communal violence erupts in his neighborhood, a muslim mechanic presses forward to repair a historic truck that will transport gandhi’s last remains."
"5232","s5232","Movie","Road to Yesterday","Ishaya Bako","Genevieve Nnaji, Oris Erhuero, Majid Michel","Nigeria","July 1, 2016",2015,"TV-14","96 min","Dramas, International Movies","their marriage failing, victoria and izu try to reconnect during a road trip. but bringing long-repressed secrets to light threatens yet more discord."
"5233","s5233","Movie","Road Trip: Beer Pong","Steve Rash","Nestor Aaron Absera, Julianna Guill, Preston Jones, Julia Levy-Boeken, Danny Pudi, Michael Trotter, Daniel Newman, DJ Qualls","United States","January 1, 2020",2009,"R","97 min","Comedies","when three college pals hit the road to compete in a big-time beer pong tournament, their trip morphs into an outrageous odyssey."
"5234","s5234","Movie","Rob Schneider: Asian Momma, Mexican Kids","Tyler Spindel","Rob Schneider","United States","August 11, 2020",2020,"TV-MA","44 min","Stand-Up Comedy","former ""saturday night live"" star rob schneider returns to the stage and shares his take on life, love and dinosaur dreams in this stand-up special."
"5235","s5235","Movie","Roberto Saviano: Writing Under Police Protection","Pierfrancesco Diliberto","Pierfrancesco Diliberto","Italy","May 1, 2018",2016,"TV-14","45 min","Documentaries, International Movies","italian tv host pif revisits roberto saviano, who's been living under protection since publishing ""gomorrah,"" his expos� on organized crime in naples."
"5236","s5236","Movie","Robin Hood: The Rebellion","Nicholas Winter","Ben Freeman, James Oliver Wheatley, Marie Everett, Jamie Kenna, James Groom, James G. Nunn, Martyn Ford, Gareth David-Lloyd, Brian Blessed, Kristian Nairn","United Kingdom","May 1, 2019",2018,"TV-14","92 min","Action & Adventure, Independent Movies, International Movies","when the sheriff of nottingham takes his beloved captive, robin hood embarks on a daring rescue mission at the tyrant's castle."
"5237","s5237","TV Show","Robocar Poli","","Donald Reignoux, Alexis Tomassian, Thomas Sagols, Pierre Francois Pistori, Bruno Magne, Catherine Desplaces, Fily Keita, Adeline Chetail, Bertrand Liebert, Christophe Lemoine","South Korea","September 1, 2017",2015,"TV-Y","4 Seasons","Kids' TV, Korean TV Shows","when disaster strikes in brooms town, police car robocar poli, fire truck robotruck roy and their friends on the rescue team race to save the day."
"5238","s5238","TV Show","Robot Trains","","Bill Rogers, Carrie Savage, Ken Spassione, Angela Mulligan, Mark Szabo, Daniel J. Edwards, Mike Pollock, Anthony Salerno","South Korea","December 31, 2019",2018,"TV-Y7","2 Seasons","Kids' TV, Korean TV Shows","keeping peace and safety in train world is no easy task, but for five trains with the power to transform into robots, every crisis is an adventure!"
"5239","s5239","TV Show","Robotech","","Jean-Claude Ballard, Gregory Snegoff, Cam Clarke, Melissa Newman, Tony Oliver, Larry Abraham, Robert Axelrod, Robert V. Barron","United States, Japan","October 1, 2016",1985,"TV-MA","1 Season","Anime Series","when a mysterious spaceship crashes in the pacific, the people of earth work to master the science of robotechnology and rebuild the giant fortress."
"5240","s5240","TV Show","Robozuna","","Taylor Clarke-Hill, Tom Clarke-Hill, Larissa Murray, Brianna Price, Michael Obiora, Morwenna Banks, Rufus Jones, Duncan Wisbey, Danny John-Jules, Ali A","United Kingdom","March 15, 2019",2018,"TV-Y7","2 Seasons","British TV Shows, Kids' TV","a boy and his homemade robot enter the toughest competition in the universe while attempting to free their oppressed home from an evil empire."
"5241","s5241","Movie","Rocco","Thierry Demaizière, Alban Teurlai","Rocco Siffredi","France","September 1, 2017",2016,"TV-MA","103 min","Documentaries, International Movies","italian porn star rocco siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera."
"5242","s5242","Movie","Rock My Heart","Hanno Olderdissen","Lena Klenke, Dieter Hallervorden, Emilio Sakraya, Annette Frier, Milan Peschel, Vedat Erincin, Johann von Bülow, Michael Lott, Hans Martin Stier, Anneke Kim Sarnau","Germany","June 7, 2019",2019,"TV-PG","110 min","Children & Family Movies, Dramas, International Movies","after an adventurous teen with a heart defect bonds with an unruly stallion, she trains to compete as an amateur jockey in a life-threatening race."
"5243","s5243","Movie","Rock On!!","Abhishek Kapoor","Farhan Akhtar, Arjun Rampal, Purab Kohli, Luke Kenny, Prachi Desai, Shahana Goswami, Koel Purie","India","December 15, 2019",2008,"TV-14","139 min","Dramas, International Movies, Music & Musicals","four friends hoped that their rock band would be a hit. after breaking up, the band members reunite and take another shot at fulfilling their dream."
"5244","s5244","Movie","Rocko's Modern Life: Static Cling","Joe Murray, Cosmo Segurson","Carlos Alazraqui, Tom Kenny, Charlie Adler, Jill Talley, Mr. Lawrence, Joe Murray","United States","August 9, 2019",2019,"TV-Y7","46 min","Children & Family Movies, Comedies, LGBTQ Movies","after 20 years in space, rocko struggles to adjust to life in 21st century o-town and makes it his mission to get his favorite show back on the air."
"5245","s5245","Movie","Rocky","John G. Avildsen","Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin","United States","August 1, 2019",1976,"PG","120 min","Action & Adventure, Classic Movies, Dramas","sylvester stallone shot to fame as rocky balboa, an unknown fighter who's given a shot at fighting world champ apollo creed as a publicity stunt."
"5246","s5246","Movie","Rocky Handsome","Nishikant Kamat","John Abraham, Diya Chalwad, Shruti Haasan, Nishikant Kamat, Sharad Kelkar, Nathalia Kaur","India","February 17, 2017",2016,"TV-MA","119 min","Action & Adventure, International Movies","a reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter."
"5247","s5247","Movie","Rocky II","Sylvester Stallone","Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Joe Spinell, Leonard Gaines, John Pleshette, Sylvia Meals","United States","August 1, 2019",1979,"PG","119 min","Dramas, Sports Movies","featuring a rousing climax, this engaging sequel finds boxer rocky balboa returning to the ring for a rematch against reigning champ apollo creed."
"5248","s5248","Movie","Rocky III","Sylvester Stallone","Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Tony Burton, Mr. T, Hulk Hogan, Ian Fried","United States","August 1, 2019",1982,"PG","100 min","Dramas, Sports Movies","after taking a pounding from a powerful young fighter, humbled world champ rocky balboa turns to ex-rival apollo creed for help in regaining his form."
"5249","s5249","Movie","Rocky IV","Sylvester Stallone","Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Dolph Lundgren, Brigitte Nielsen, Tony Burton, Michael Pataki","United States","August 1, 2019",1985,"PG","92 min","Dramas, Sports Movies","rocky balboa takes on the cold war, coming out of retirement to battle a soviet fighter who pulverized rocky's friend and former rival, apollo creed."
"5250","s5250","Movie","Rocky V","John G. Avildsen","Sylvester Stallone, Talia Shire, Burt Young, Richard Gant, Tommy Morrison, Sage Stallone, Burgess Meredith, Tony Burton","United States","August 1, 2019",1990,"PG-13","104 min","Dramas, Sports Movies","inspired by the memory of his trainer, a broke and seemingly careerless rocky finds glory in training and takes on an up-and-coming boxer."
"5251","s5251","Movie","Rodney Carrington: Here Comes the Truth","Brandon Jones","Rodney Carrington","United States","October 3, 2017",2017,"TV-MA","66 min","Stand-Up Comedy","raunchy country comic and musician rodney carrington jokes and sings about life in his 40s, poking fun at sex, relationships and gaining weight."
"5252","s5252","Movie","Rodney King","Spike Lee","Roger Guenveur Smith","United States","April 28, 2017",2017,"TV-MA","53 min","Dramas","roger guenveur smith gives voice to the man at the center of the brutal police beating that helped fuel the 1992 la riots. spike lee directs."
"5253","s5253","Movie","Roger Corman's Death Race 2050","G.J. Echternkamp","Manu Bennett, Malcolm McDowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson","United States","January 17, 2017",2017,"R","93 min","Action & Adventure, Sci-Fi & Fantasy","in this dystopian sequel, kills equal points in a violently gory annual cross-country road race sponsored by the united corporations of america."
"5254","s5254","Movie","Rogue City","Olivier Marchal","Lannick Gautry, Stanislas Merhar, Kaaris, David Belle, Jean Reno, Claudia Cardinale, Gérard Lanvin, Patrick Catalifo, Moussa Maaskri, Catherine Marchal","France","October 30, 2020",2020,"TV-MA","116 min","Dramas, International Movies, Thrillers","caught in the crosshairs of police corruption and marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands."
"5255","s5255","Movie","Rogue Warfare","Mike Gunther","Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang","United States","March 28, 2020",2019,"R","103 min","Action & Adventure","an elite international squad of uniquely skilled special forces is assembled to combat a rising underground terrorist threat in the middle east."
