Appendix Table 6d. Relative risks used by age and sex for each outcome for smoking globally,,,,,,,,,,,,,,,,,
Ischaemic stroke,60 Cigarettes Per Smoker Per Day,Both,Female,"11.722
(4.845 to 23.87)","11.722
(4.845 to 23.87)","11.722
(4.845 to 23.87)","8.28
(3.608 to 16.396)","8.28
(3.608 to 16.396)","5.942
(3.01 to 11.062)","5.942
(3.01 to 11.062)","4.286
(2.319 to 7.079)","4.286
(2.319 to 7.079)","2.783
(1.643 to 4.284)","2.783
(1.643 to 4.284)","1.689
(1.093 to 2.378)","1.689
(1.093 to 2.378)","1.043
(1.0 to 1.234)"
Intracerebral hemorrhage,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Intracerebral hemorrhage,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Intracerebral hemorrhage,10 Cigarettes Per Smoker Per Day,Both,Male,"2.363
(1.976 to 2.74)","2.363
(1.976 to 2.74)","2.363
(1.976 to 2.74)","2.112
(1.84 to 2.402)","2.112
(1.84 to 2.402)","1.843
(1.639 to 2.061)","1.843
(1.639 to 2.061)","1.606
(1.461 to 1.755)","1.606
(1.461 to 1.755)","1.386
(1.289 to 1.48)","1.386
(1.289 to 1.48)","1.153
(1.101 to 1.204)","1.153
(1.101 to 1.204)","1.011
(1.0 to 1.041)"
Intracerebral hemorrhage,10 Cigarettes Per Smoker Per Day,Both,Female,"2.334
(1.689 to 3.166)","2.334
(1.689 to 3.166)","2.334
(1.689 to 3.166)","2.101
(1.605 to 2.723)","2.101
(1.605 to 2.723)","1.916
(1.509 to 2.33)","1.916
(1.509 to 2.33)","1.721
(1.435 to 2.014)","1.721
(1.435 to 2.014)","1.479
(1.317 to 1.639)","1.479
(1.317 to 1.639)","1.204
(1.116 to 1.301)","1.204
(1.116 to 1.301)","1.007
(1.0 to 1.027)"
Intracerebral hemorrhage,20 Cigarettes Per Smoker Per Day,Both,Male,"2.319
(1.923 to 2.747)","2.319
(1.923 to 2.747)","2.319
(1.923 to 2.747)","1.971
(1.703 to 2.277)","1.971
(1.703 to 2.277)","1.662
(1.454 to 1.884)","1.662
(1.454 to 1.884)","1.415
(1.285 to 1.56)","1.415
(1.285 to 1.56)","1.222
(1.143 to 1.307)","1.222
(1.143 to 1.307)","1.08
(1.045 to 1.119)","1.08
(1.045 to 1.119)","1.004
(1.0 to 1.016)"
Intracerebral hemorrhage,20 Cigarettes Per Smoker Per Day,Both,Female,"3.737
(2.688 to 4.979)","3.737
(2.688 to 4.979)","3.737
(2.688 to 4.979)","3.04
(2.299 to 3.938)","3.04
(2.299 to 3.938)","2.443
(1.876 to 3.059)","2.443
(1.876 to 3.059)","1.94
(1.598 to 2.277)","1.94
(1.598 to 2.277)","1.527
(1.326 to 1.723)","1.527
(1.326 to 1.723)","1.194
(1.127 to 1.274)","1.194
(1.127 to 1.274)","1.003
(1.0 to 1.014)"
Intracerebral hemorrhage,30 Cigarettes Per Smoker Per Day,Both,Male,"3.178
(2.653 to 3.77)","3.178
(2.653 to 3.77)","3.178
(2.653 to 3.77)","2.666
(2.265 to 3.069)","2.666
(2.265 to 3.069)","2.224
(1.945 to 2.515)","2.224
(1.945 to 2.515)","1.849
(1.663 to 2.037)","1.849
(1.663 to 2.037)","1.518
(1.397 to 1.64)","1.518
(1.397 to 1.64)","1.209
(1.15 to 1.263)","1.209
(1.15 to 1.263)","1.009
(1.0 to 1.034)"
Intracerebral hemorrhage,30 Cigarettes Per Smoker Per Day,Both,Female,"5.491
(3.813 to 7.703)","5.491
(3.813 to 7.703)","5.491
(3.813 to 7.703)","4.206
(2.989 to 5.642)","4.206
(2.989 to 5.642)","3.136
(2.326 to 4.018)","3.136
(2.326 to 4.018)","2.3
(1.87 to 2.815)","2.3
(1.87 to 2.815)","1.721
(1.474 to 2.006)","1.721
(1.474 to 2.006)","1.292
(1.172 to 1.413)","1.292
(1.172 to 1.413)","1.007
(1.0 to 1.025)"
Intracerebral hemorrhage,40 Cigarettes Per Smoker Per Day,Both,Male,"3.431
(2.454 to 4.606)","3.431
(2.454 to 4.606)","3.431
(2.454 to 4.606)","2.734
(2.011 to 3.596)","2.734
(2.011 to 3.596)","2.117
(1.619 to 2.739)","2.117
(1.619 to 2.739)","1.659
(1.313 to 2.061)","1.659
(1.313 to 2.061)","1.337
(1.123 to 1.585)","1.337
(1.123 to 1.585)","1.119
(1.021 to 1.22)","1.119
(1.021 to 1.22)","1.011
(1.0 to 1.038)"
Intracerebral hemorrhage,40 Cigarettes Per Smoker Per Day,Both,Female,"7.127
(4.104 to 11.541)","7.127
(4.104 to 11.541)","7.127
(4.104 to 11.541)","5.103
(3.045 to 7.724)","5.103
(3.045 to 7.724)","3.636
(2.299 to 5.219)","3.636
(2.299 to 5.219)","2.593
(1.808 to 3.589)","2.593
(1.808 to 3.589)","1.781
(1.325 to 2.376)","1.781
(1.325 to 2.376)","1.209
(1.0 to 1.43)","1.209
(1.0 to 1.43)","1.008
(1.0 to 1.036)"
Intracerebral hemorrhage,50 Cigarettes Per Smoker Per Day,Both,Male,"4.456
(2.943 to 6.299)","4.456
(2.943 to 6.299)","4.456
(2.943 to 6.299)","3.491
(2.396 to 4.743)","3.491
(2.396 to 4.743)","2.659
(1.915 to 3.56)","2.659
(1.915 to 3.56)","2.048
(1.526 to 2.611)","2.048
(1.526 to 2.611)","1.579
(1.203 to 1.976)","1.579
(1.203 to 1.976)","1.211
(1.0 to 1.464)","1.211
(1.0 to 1.464)","1.035
(1.0 to 1.144)"
Intracerebral hemorrhage,50 Cigarettes Per Smoker Per Day,Both,Female,"9.851
(5.013 to 17.851)","9.851
(5.013 to 17.851)","9.851
(5.013 to 17.851)","6.922
(3.959 to 11.353)","6.922
(3.959 to 11.353)","5.0
(3.058 to 7.745)","5.0
(3.058 to 7.745)","3.569
(2.397 to 4.973)","3.569
(2.397 to 4.973)","2.352
(1.697 to 3.091)","2.352
(1.697 to 3.091)","1.453
(1.136 to 1.809)","1.453
(1.136 to 1.809)","1.026
(1.0 to 1.112)"
Intracerebral hemorrhage,60 Cigarettes Per Smoker Per Day,Both,Male,"5.317
(2.793 to 8.673)","5.317
(2.793 to 8.673)","5.317
(2.793 to 8.673)","4.155
(2.304 to 6.585)","4.155
(2.304 to 6.585)","3.175
(1.804 to 4.855)","3.175
(1.804 to 4.855)","2.395
(1.464 to 3.507)","2.395
(1.464 to 3.507)","1.844
(1.18 to 2.676)","1.844
(1.18 to 2.676)","1.385
(1.0 to 1.885)","1.385
(1.0 to 1.885)","1.101
(1.0 to 1.366)"
Intracerebral hemorrhage,60 Cigarettes Per Smoker Per Day,Both,Female,"11.722
(4.845 to 23.87)","11.722
(4.845 to 23.87)","11.722
(4.845 to 23.87)","8.28
(3.608 to 16.396)","8.28
(3.608 to 16.396)","5.942
(3.01 to 11.062)","5.942
(3.01 to 11.062)","4.286
(2.319 to 7.079)","4.286
(2.319 to 7.079)","2.783
(1.643 to 4.284)","2.783
(1.643 to 4.284)","1.689
(1.093 to 2.378)","1.689
(1.093 to 2.378)","1.043
(1.0 to 1.234)"
Subarachnoid hemorrhage,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Subarachnoid hemorrhage,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Subarachnoid hemorrhage,10 Cigarettes Per Smoker Per Day,Both,Male,"2.363
(1.976 to 2.74)","2.363
(1.976 to 2.74)","2.363
(1.976 to 2.74)","2.112
(1.84 to 2.402)","2.112
(1.84 to 2.402)","1.843
(1.639 to 2.061)","1.843
(1.639 to 2.061)","1.606
(1.461 to 1.755)","1.606
(1.461 to 1.755)","1.386
(1.289 to 1.48)","1.386
(1.289 to 1.48)","1.153
(1.101 to 1.204)","1.153
(1.101 to 1.204)","1.011
(1.0 to 1.041)"
Subarachnoid hemorrhage,10 Cigarettes Per Smoker Per Day,Both,Female,"2.334
(1.689 to 3.166)","2.334
(1.689 to 3.166)","2.334
(1.689 to 3.166)","2.101
(1.605 to 2.723)","2.101
(1.605 to 2.723)","1.916
(1.509 to 2.33)","1.916
(1.509 to 2.33)","1.721
(1.435 to 2.014)","1.721
(1.435 to 2.014)","1.479
(1.317 to 1.639)","1.479
(1.317 to 1.639)","1.204
(1.116 to 1.301)","1.204
(1.116 to 1.301)","1.007
(1.0 to 1.027)"
Subarachnoid hemorrhage,20 Cigarettes Per Smoker Per Day,Both,Male,"2.319
(1.923 to 2.747)","2.319
(1.923 to 2.747)","2.319
(1.923 to 2.747)","1.971
(1.703 to 2.277)","1.971
(1.703 to 2.277)","1.662
(1.454 to 1.884)","1.662
(1.454 to 1.884)","1.415
(1.285 to 1.56)","1.415
(1.285 to 1.56)","1.222
(1.143 to 1.307)","1.222
(1.143 to 1.307)","1.08
(1.045 to 1.119)","1.08
(1.045 to 1.119)","1.004
(1.0 to 1.016)"
Subarachnoid hemorrhage,20 Cigarettes Per Smoker Per Day,Both,Female,"3.737
(2.688 to 4.979)","3.737
(2.688 to 4.979)","3.737
(2.688 to 4.979)","3.04
(2.299 to 3.938)","3.04
(2.299 to 3.938)","2.443
(1.876 to 3.059)","2.443
(1.876 to 3.059)","1.94
(1.598 to 2.277)","1.94
(1.598 to 2.277)","1.527
(1.326 to 1.723)","1.527
(1.326 to 1.723)","1.194
(1.127 to 1.274)","1.194
(1.127 to 1.274)","1.003
(1.0 to 1.014)"
Subarachnoid hemorrhage,30 Cigarettes Per Smoker Per Day,Both,Male,"3.178
(2.653 to 3.77)","3.178
(2.653 to 3.77)","3.178
(2.653 to 3.77)","2.666
(2.265 to 3.069)","2.666
(2.265 to 3.069)","2.224
(1.945 to 2.515)","2.224
(1.945 to 2.515)","1.849
(1.663 to 2.037)","1.849
(1.663 to 2.037)","1.518
(1.397 to 1.64)","1.518
(1.397 to 1.64)","1.209
(1.15 to 1.263)","1.209
(1.15 to 1.263)","1.009
(1.0 to 1.034)"
Subarachnoid hemorrhage,30 Cigarettes Per Smoker Per Day,Both,Female,"5.491
(3.813 to 7.703)","5.491
(3.813 to 7.703)","5.491
(3.813 to 7.703)","4.206
(2.989 to 5.642)","4.206
(2.989 to 5.642)","3.136
(2.326 to 4.018)","3.136
(2.326 to 4.018)","2.3
(1.87 to 2.815)","2.3
(1.87 to 2.815)","1.721
(1.474 to 2.006)","1.721
(1.474 to 2.006)","1.292
(1.172 to 1.413)","1.292
(1.172 to 1.413)","1.007
(1.0 to 1.025)"
Subarachnoid hemorrhage,40 Cigarettes Per Smoker Per Day,Both,Male,"3.431
(2.454 to 4.606)","3.431
(2.454 to 4.606)","3.431
(2.454 to 4.606)","2.734
(2.011 to 3.596)","2.734
(2.011 to 3.596)","2.117
(1.619 to 2.739)","2.117
(1.619 to 2.739)","1.659
(1.313 to 2.061)","1.659
(1.313 to 2.061)","1.337
(1.123 to 1.585)","1.337
(1.123 to 1.585)","1.119
(1.021 to 1.22)","1.119
(1.021 to 1.22)","1.011
(1.0 to 1.038)"
Subarachnoid hemorrhage,40 Cigarettes Per Smoker Per Day,Both,Female,"7.127
(4.104 to 11.541)","7.127
(4.104 to 11.541)","7.127
(4.104 to 11.541)","5.103
(3.045 to 7.724)","5.103
(3.045 to 7.724)","3.636
(2.299 to 5.219)","3.636
(2.299 to 5.219)","2.593
(1.808 to 3.589)","2.593
(1.808 to 3.589)","1.781
(1.325 to 2.376)","1.781
(1.325 to 2.376)","1.209
(1.0 to 1.43)","1.209
(1.0 to 1.43)","1.008
(1.0 to 1.036)"
Subarachnoid hemorrhage,50 Cigarettes Per Smoker Per Day,Both,Male,"4.456
(2.943 to 6.299)","4.456
(2.943 to 6.299)","4.456
(2.943 to 6.299)","3.491
(2.396 to 4.743)","3.491
(2.396 to 4.743)","2.659
(1.915 to 3.56)","2.659
(1.915 to 3.56)","2.048
(1.526 to 2.611)","2.048
(1.526 to 2.611)","1.579
(1.203 to 1.976)","1.579
(1.203 to 1.976)","1.211
(1.0 to 1.464)","1.211
(1.0 to 1.464)","1.035
(1.0 to 1.144)"
Subarachnoid hemorrhage,50 Cigarettes Per Smoker Per Day,Both,Female,"9.851
(5.013 to 17.851)","9.851
(5.013 to 17.851)","9.851
(5.013 to 17.851)","6.922
(3.959 to 11.353)","6.922
(3.959 to 11.353)","5.0
(3.058 to 7.745)","5.0
(3.058 to 7.745)","3.569
(2.397 to 4.973)","3.569
(2.397 to 4.973)","2.352
(1.697 to 3.091)","2.352
(1.697 to 3.091)","1.453
(1.136 to 1.809)","1.453
(1.136 to 1.809)","1.026
(1.0 to 1.112)"
Subarachnoid hemorrhage,60 Cigarettes Per Smoker Per Day,Both,Male,"5.317
(2.793 to 8.673)","5.317
(2.793 to 8.673)","5.317
(2.793 to 8.673)","4.155
(2.304 to 6.585)","4.155
(2.304 to 6.585)","3.175
(1.804 to 4.855)","3.175
(1.804 to 4.855)","2.395
(1.464 to 3.507)","2.395
(1.464 to 3.507)","1.844
(1.18 to 2.676)","1.844
(1.18 to 2.676)","1.385
(1.0 to 1.885)","1.385
(1.0 to 1.885)","1.101
(1.0 to 1.366)"
Subarachnoid hemorrhage,60 Cigarettes Per Smoker Per Day,Both,Female,"11.722
(4.845 to 23.87)","11.722
(4.845 to 23.87)","11.722
(4.845 to 23.87)","8.28
(3.608 to 16.396)","8.28
(3.608 to 16.396)","5.942
(3.01 to 11.062)","5.942
(3.01 to 11.062)","4.286
(2.319 to 7.079)","4.286
(2.319 to 7.079)","2.783
(1.643 to 4.284)","2.783
(1.643 to 4.284)","1.689
(1.093 to 2.378)","1.689
(1.093 to 2.378)","1.043
(1.0 to 1.234)"
Atrial fibrillation and flutter,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Atrial fibrillation and flutter,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Atrial fibrillation and flutter,6.3 Cigarettes Per Smoker Per Day,Both,Male,"1.532
(1.044 to 2.151)","1.532
(1.044 to 2.151)","1.532
(1.044 to 2.151)","1.507
(1.048 to 2.051)","1.507
(1.048 to 2.051)","1.474
(1.035 to 1.935)","1.474
(1.035 to 1.935)","1.429
(1.039 to 1.787)","1.429
(1.039 to 1.787)","1.324
(1.052 to 1.59)","1.324
(1.052 to 1.59)","1.182
(1.0 to 1.358)","1.182
(1.0 to 1.358)","1.008
(1.0 to 1.047)"
Atrial fibrillation and flutter,6.3 Cigarettes Per Smoker Per Day,Both,Female,"1.532
(1.044 to 2.151)","1.532
(1.044 to 2.151)","1.532
(1.044 to 2.151)","1.507
(1.048 to 2.051)","1.507
(1.048 to 2.051)","1.474
(1.035 to 1.935)","1.474
(1.035 to 1.935)","1.429
(1.039 to 1.787)","1.429
(1.039 to 1.787)","1.324
(1.052 to 1.59)","1.324
(1.052 to 1.59)","1.182
(1.0 to 1.358)","1.182
(1.0 to 1.358)","1.008
(1.0 to 1.047)"
Atrial fibrillation and flutter,12.6 Cigarettes Per Smoker Per Day,Both,Male,"1.895
(1.239 to 2.794)","1.895
(1.239 to 2.794)","1.895
(1.239 to 2.794)","1.774
(1.21 to 2.55)","1.774
(1.21 to 2.55)","1.632
(1.154 to 2.241)","1.632
(1.154 to 2.241)","1.459
(1.101 to 1.896)","1.459
(1.101 to 1.896)","1.283
(1.024 to 1.607)","1.283
(1.024 to 1.607)","1.129
(1.0 to 1.32)","1.129
(1.0 to 1.32)","1.021
(1.0 to 1.111)"
Atrial fibrillation and flutter,12.6 Cigarettes Per Smoker Per Day,Both,Female,"1.895
(1.239 to 2.794)","1.895
(1.239 to 2.794)","1.895
(1.239 to 2.794)","1.774
(1.21 to 2.55)","1.774
(1.21 to 2.55)","1.632
(1.154 to 2.241)","1.632
(1.154 to 2.241)","1.459
(1.101 to 1.896)","1.459
(1.101 to 1.896)","1.283
(1.024 to 1.607)","1.283
(1.024 to 1.607)","1.129
(1.0 to 1.32)","1.129
(1.0 to 1.32)","1.021
(1.0 to 1.111)"
Atrial fibrillation and flutter,18.9 Cigarettes Per Smoker Per Day,Both,Male,"2.222
(1.43 to 3.334)","2.222
(1.43 to 3.334)","2.222
(1.43 to 3.334)","1.997
(1.35 to 2.909)","1.997
(1.35 to 2.909)","1.766
(1.249 to 2.477)","1.766
(1.249 to 2.477)","1.518
(1.132 to 2.048)","1.518
(1.132 to 2.048)","1.299
(1.003 to 1.669)","1.299
(1.003 to 1.669)","1.124
(1.0 to 1.381)","1.124
(1.0 to 1.381)","1.028
(1.0 to 1.159)"
Atrial fibrillation and flutter,18.9 Cigarettes Per Smoker Per Day,Both,Female,"2.222
(1.43 to 3.334)","2.222
(1.43 to 3.334)","2.222
(1.43 to 3.334)","1.997
(1.35 to 2.909)","1.997
(1.35 to 2.909)","1.766
(1.249 to 2.477)","1.766
(1.249 to 2.477)","1.518
(1.132 to 2.048)","1.518
(1.132 to 2.048)","1.299
(1.003 to 1.669)","1.299
(1.003 to 1.669)","1.124
(1.0 to 1.381)","1.124
(1.0 to 1.381)","1.028
(1.0 to 1.159)"
Atrial fibrillation and flutter,25.2 Cigarettes Per Smoker Per Day,Both,Male,"2.588
(1.542 to 4.076)","2.588
(1.542 to 4.076)","2.588
(1.542 to 4.076)","2.261
(1.451 to 3.404)","2.261
(1.451 to 3.404)","1.952
(1.347 to 2.865)","1.952
(1.347 to 2.865)","1.629
(1.227 to 2.188)","1.629
(1.227 to 2.188)","1.37
(1.104 to 1.74)","1.37
(1.104 to 1.74)","1.157
(1.0 to 1.366)","1.157
(1.0 to 1.366)","1.012
(1.0 to 1.09)"
Atrial fibrillation and flutter,25.2 Cigarettes Per Smoker Per Day,Both,Female,"2.588
(1.542 to 4.076)","2.588
(1.542 to 4.076)","2.588
(1.542 to 4.076)","2.261
(1.451 to 3.404)","2.261
(1.451 to 3.404)","1.952
(1.347 to 2.865)","1.952
(1.347 to 2.865)","1.629
(1.227 to 2.188)","1.629
(1.227 to 2.188)","1.37
(1.104 to 1.74)","1.37
(1.104 to 1.74)","1.157
(1.0 to 1.366)","1.157
(1.0 to 1.366)","1.012
(1.0 to 1.09)"
Aortic aneurysm,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Aortic aneurysm,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Aortic aneurysm,12 Cigarettes Per Smoker Per Day,Both,Male,"5.046
(3.685 to 6.516)","5.046
(3.685 to 6.516)","5.046
(3.685 to 6.516)","4.201
(3.207 to 5.298)","4.201
(3.207 to 5.298)","3.404
(2.713 to 4.162)","3.404
(2.713 to 4.162)","2.669
(2.263 to 3.044)","2.669
(2.263 to 3.044)","2.014
(1.79 to 2.242)","2.014
(1.79 to 2.242)","1.441
(1.327 to 1.563)","1.441
(1.327 to 1.563)","1.005
(1.0 to 1.03)"
Aortic aneurysm,12 Cigarettes Per Smoker Per Day,Both,Female,"5.046
(3.685 to 6.516)","5.046
(3.685 to 6.516)","5.046
(3.685 to 6.516)","4.201
(3.207 to 5.298)","4.201
(3.207 to 5.298)","3.404
(2.713 to 4.162)","3.404
(2.713 to 4.162)","2.669
(2.263 to 3.044)","2.669
(2.263 to 3.044)","2.014
(1.79 to 2.242)","2.014
(1.79 to 2.242)","1.441
(1.327 to 1.563)","1.441
(1.327 to 1.563)","1.005
(1.0 to 1.03)"
Aortic aneurysm,24 Cigarettes Per Smoker Per Day,Both,Male,"9.532
(6.977 to 12.48)","9.532
(6.977 to 12.48)","9.532
(6.977 to 12.48)","6.722
(5.101 to 8.596)","6.722
(5.101 to 8.596)","4.62
(3.71 to 5.762)","4.62
(3.71 to 5.762)","3.116
(2.577 to 3.724)","3.116
(2.577 to 3.724)","2.076
(1.797 to 2.395)","2.076
(1.797 to 2.395)","1.387
(1.242 to 1.547)","1.387
(1.242 to 1.547)","1.004
(1.0 to 1.021)"
Aortic aneurysm,24 Cigarettes Per Smoker Per Day,Both,Female,"9.532
(6.977 to 12.48)","9.532
(6.977 to 12.48)","9.532
(6.977 to 12.48)","6.722
(5.101 to 8.596)","6.722
(5.101 to 8.596)","4.62
(3.71 to 5.762)","4.62
(3.71 to 5.762)","3.116
(2.577 to 3.724)","3.116
(2.577 to 3.724)","2.076
(1.797 to 2.395)","2.076
(1.797 to 2.395)","1.387
(1.242 to 1.547)","1.387
(1.242 to 1.547)","1.004
(1.0 to 1.021)"
Aortic aneurysm,36 Cigarettes Per Smoker Per Day,Both,Male,"12.382
(7.774 to 18.221)","12.382
(7.774 to 18.221)","12.382
(7.774 to 18.221)","8.505
(5.659 to 11.932)","8.505
(5.659 to 11.932)","5.626
(3.935 to 7.702)","5.626
(3.935 to 7.702)","3.697
(2.779 to 4.795)","3.697
(2.779 to 4.795)","2.455
(1.897 to 3.038)","2.455
(1.897 to 3.038)","1.593
(1.306 to 1.875)","1.593
(1.306 to 1.875)","1.006
(1.0 to 1.03)"
Aortic aneurysm,36 Cigarettes Per Smoker Per Day,Both,Female,"12.382
(7.774 to 18.221)","12.382
(7.774 to 18.221)","12.382
(7.774 to 18.221)","8.505
(5.659 to 11.932)","8.505
(5.659 to 11.932)","5.626
(3.935 to 7.702)","5.626
(3.935 to 7.702)","3.697
(2.779 to 4.795)","3.697
(2.779 to 4.795)","2.455
(1.897 to 3.038)","2.455
(1.897 to 3.038)","1.593
(1.306 to 1.875)","1.593
(1.306 to 1.875)","1.006
(1.0 to 1.03)"
Aortic aneurysm,48 Cigarettes Per Smoker Per Day,Both,Male,"14.479
(7.446 to 24.32)","14.479
(7.446 to 24.32)","14.479
(7.446 to 24.32)","9.77
(5.928 to 15.073)","9.77
(5.928 to 15.073)","6.258
(4.093 to 9.24)","6.258
(4.093 to 9.24)","3.954
(2.756 to 5.443)","3.954
(2.756 to 5.443)","2.503
(1.879 to 3.295)","2.503
(1.879 to 3.295)","1.562
(1.216 to 1.946)","1.562
(1.216 to 1.946)","1.034
(1.0 to 1.156)"
Aortic aneurysm,48 Cigarettes Per Smoker Per Day,Both,Female,"14.479
(7.446 to 24.32)","14.479
(7.446 to 24.32)","14.479
(7.446 to 24.32)","9.77
(5.928 to 15.073)","9.77
(5.928 to 15.073)","6.258
(4.093 to 9.24)","6.258
(4.093 to 9.24)","3.954
(2.756 to 5.443)","3.954
(2.756 to 5.443)","2.503
(1.879 to 3.295)","2.503
(1.879 to 3.295)","1.562
(1.216 to 1.946)","1.562
(1.216 to 1.946)","1.034
(1.0 to 1.156)"
Peripheral vascular disease,0 Cigarettes Per Smoker Per Day,Both,Male,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Peripheral vascular disease,0 Cigarettes Per Smoker Per Day,Both,Female,"1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)","1.0
(1.0 to 1.0)"
Peripheral vascular disease,9.3 Cigarettes Per Smoker Per Day,Both,Male,"3.033
(1.979 to 4.598)","3.033
(1.979 to 4.598)","3.033
(1.979 to 4.598)","2.78
(1.756 to 4.24)","2.78
(1.756 to 4.24)","3.077
(1.721 to 4.737)","3.077
(1.721 to 4.737)","2.978
(2.177 to 3.749)","2.978
(2.177 to 3.749)","2.194
(1.724 to 2.64)","2.194
(1.724 to 2.64)","1.535
(1.238 to 1.832)","1.535
(1.238 to 1.832)","1.042
(1.0 to 1.183)"
