Country,Country Code,Rwanda,Year,Number of Records,Proportion of seats held by women in national parliaments (%),Proportion of seats held by women in national parliaments (%) (copy),Random Noise,World %,Year Jittered,Year Jittered (copy)
Sao Tome and Principe,STP,No,2005,1,9%,9.1%,0.297799793,,2005.188883896,2005.137074110
Senegal,SEN,No,2005,1,19%,19.2%,0.807264263,,2005.078422746,2005.211340241
Seychelles,SYC,No,2005,1,29%,29.4%,0.447094795,,2005.199749142,2005.251529531
Sierra Leone,SLE,No,2005,1,15%,14.5%,0.493990575,,2005.068098512,2005.276929207
Singapore,SGP,No,2005,1,16%,16.0%,0.930374315,,2004.902660095,2005.327561564
Slovak Republic,SVK,No,2005,1,17%,16.7%,0.192721026,,2005.261889489,2005.061601815
Slovenia,SVN,No,2005,1,12%,12.2%,0.047540634,,2004.926787320,2005.298569875
Small states,SST,No,2005,1,14%,13.5%,0.092507073,,2004.998212233,2005.037206303
Solomon Islands,SLB,No,2005,1,0%,0.0%,0.767901176,,2005.260777148,2005.173588357
South Africa,ZAF,No,2005,1,33%,32.8%,0.330874904,,2005.088088506,2005.314778352
South Asia,SAS,No,2005,1,13%,13.3%,0.472013154,,2004.970736154,2005.166354670
South Asia (IDA & IBRD),TSA,No,2005,1,13%,13.3%,0.611316274,,2005.005442126,2005.249667054
South Korea,KOR,No,2005,1,13%,13.4%,0.752494608,,2005.026225904,2005.195099063
Spain,ESP,No,2005,1,36%,36.0%,0.443767619,,2004.848854733,2005.210284625
Sri Lanka,LKA,No,2005,1,5%,4.9%,0.602438476,,2004.927948090,2005.297267808
St. Kitts and Nevis,KNA,No,2005,1,0%,0.0%,0.833490101,,2005.262563771,2005.272306870
St. Lucia,LCA,No,2005,1,11%,11.1%,0.387769716,,2005.022338299,2005.121531882
St. Vincent and the Grenadines,VCT,No,2005,1,18%,18.2%,0.082866970,,2005.224490250,2005.093547638
Sub-Saharan Africa,SSF,No,2005,1,16%,16.2%,0.359312422,,2004.818495274,2005.026066768
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2005,1,16%,16.2%,0.231903001,,2005.003771168,2005.188385112
Sub-Saharan Africa (excluding high income),SSA,No,2005,1,16%,16.2%,0.567386423,,2005.187718434,2005.317007556
Sudan,SDN,No,2005,1,15%,14.7%,0.864511825,,2004.800515385,2005.239099352
Suriname,SUR,No,2005,1,25%,25.5%,0.565525106,,2005.327468554,2005.174520269
Sweden,SWE,No,2005,1,45%,45.3%,0.458628167,,2004.888109124,2005.212918275
Switzerland,CHE,No,2005,1,25%,25.0%,0.503500005,,2004.809481087,2005.121871751
Syria,SYR,No,2005,1,12%,12.0%,0.389669917,,2005.151962277,2005.143860925
Tajikistan,TJK,No,2005,1,17%,17.5%,0.065449286,,2004.938550831,2005.223319747
Tanzania,TZA,No,2005,1,30%,30.4%,0.944225220,,2005.163950100,2005.314319818
Thailand,THA,No,2005,1,11%,10.6%,0.964253233,,2005.126197970,2005.208490797
Togo,TGO,No,2005,1,7%,7.4%,0.716288975,,2004.798752097,2005.053259330
Tonga,TON,No,2005,1,3%,3.4%,0.603214659,,2005.328667954,2005.214027310
Trinidad and Tobago,TTO,No,2005,1,19%,19.4%,0.595482738,,2005.099811088,2005.191077191
Tunisia,TUN,No,2005,1,23%,22.8%,0.893905783,,2005.080752525,2005.236156675
Turkey,TUR,No,2005,1,4%,4.4%,0.124251493,,2004.683703113,2005.012414183
Turkmenistan,TKM,No,2005,1,16%,16.0%,0.761845356,,2004.965076513,2005.213687700
Tuvalu,TUV,No,2005,1,0%,0.0%,0.618119160,,2004.830055404,2005.076464659
Uganda,UGA,No,2005,1,24%,23.9%,0.683215783,,2004.839168254,2005.290603111
Ukraine,UKR,No,2005,1,5%,5.3%,0.254583001,,2005.116417065,2005.309403948
United Arab Emirates,ARE,No,2005,1,0%,0.0%,0.323355365,,2004.830352530,2005.275794744
United Kingdom,GBR,No,2005,1,20%,19.7%,0.147689350,,2004.753949458,2005.295721050
United States,USA,No,2005,1,15%,15.2%,0.721823855,,2005.028086051,2005.311789789
Upper middle income,UMC,No,2005,1,16%,16.2%,0.696094872,,2005.082981888,2005.065710482
Uruguay,URY,No,2005,1,11%,11.1%,0.112883740,,2004.879519527,2005.185215366
Uzbekistan,UZB,No,2005,1,18%,17.5%,0.749236458,,2005.276305749,2005.051629801
Vanuatu,VUT,No,2005,1,4%,3.8%,0.269284945,,2004.977991801,2005.187916209
Venezuela,VEN,No,2005,1,17%,17.4%,0.166154032,,2004.945567831,2005.095681845
Vietnam,VNM,No,2005,1,27%,27.3%,0.645295744,,2005.092811799,2005.022054692
World,WLD,No,2005,1,16%,16.5%,0.285799410,16.5%,2005,2005.064895714
Yemen,YEM,No,2005,1,0%,0.3%,0.665562584,,2004.896618665,2005.014999944
Zambia,ZMB,No,2005,1,13%,12.7%,0.120268623,,2005.258982638,2005.304447323
Zimbabwe,ZWE,No,2005,1,16%,16.0%,0.341837212,,2004.865943979,2005.232155901
Early-demographic dividend,EAR,No,2006,1,13%,13.4%,0.942704361,,2006.069219737,2006.075439077
East Asia & Pacific,EAS,No,2006,1,17%,17.3%,0.071569544,,2005.696692129,2006.126080317
East Asia & Pacific (IDA & IBRD countries),TEA,No,2006,1,17%,17.2%,0.721684018,,2006.286002902,2006.184097818
East Asia & Pacific (excluding high income),EAP,No,2006,1,18%,17.7%,0.351463797,,2005.973812728,2006.118326504
Ecuador,ECU,No,2006,1,25%,25.0%,0.140102879,,2005.892720313,2006.094630186
Egypt,EGY,No,2006,1,2%,2.0%,0.658162395,,2005.948844016,2006.236874419
El Salvador,SLV,No,2006,1,17%,16.7%,0.747371264,,2005.975259058,2006.089140403
Equatorial Guinea,GNQ,No,2006,1,18%,18.0%,0.987477313,,2005.891549778,2006.190223450
Eritrea,ERI,No,2006,1,22%,22.0%,0.807634180,,2006.17877863,2006.138655414
Estonia,EST,No,2006,1,19%,18.8%,0.308639548,,2005.989868153,2006.053810620
Eswatini,SWZ,No,2006,1,11%,10.8%,0.805425409,,2005.942667947,2006.182864088
Ethiopia,ETH,No,2006,1,22%,21.9%,0.489014604,,2006.313853768,2006.179553120
Euro area,EMU,No,2006,1,23%,23.0%,0.979624703,,2006.317778855,2006.285375159
Europe & Central Asia,ECS,No,2006,1,20%,19.5%,0.135875569,,2006.090639427,2006.296746359
Europe & Central Asia (IDA & IBRD countries),TEC,No,2006,1,13%,12.8%,0.400396324,,2005.683290867,2006.190108285
Europe & Central Asia (excluding high income),ECA,No,2006,1,12%,11.5%,0.511269463,,2005.818945429,2006.322175936
European Union,EUU,No,2006,1,23%,22.9%,0.265593421,,2006.171261939,2006.309194298
Finland,FIN,No,2006,1,38%,38.0%,0.402543195,,2006.196228621,2006.14125394
France,FRA,No,2006,1,12%,12.2%,0.407136713,,2006.190308681,2006.078101157
Gabon,GAB,No,2006,1,13%,12.5%,0.196730997,,2005.751882409,2006.007622396
Gambia,GMB,No,2006,1,13%,13.2%,0.245156731,,2005.882056427,2006.280427157
Georgia,GEO,No,2006,1,9%,9.4%,0.413758950,,2006.030341955,2006.084179866
Germany,DEU,No,2006,1,32%,31.6%,0.451875048,,2005.759219181,2006.122566552
Ghana,GHA,No,2006,1,11%,10.9%,0.479520373,,2005.684642700,2006.267443618
Greece,GRC,No,2006,1,13%,13.0%,0.183355868,,2005.724570420,2006.191884781
Grenada,GRD,No,2006,1,27%,26.7%,0.859363776,,2005.811610446,2006.126736692
Guatemala,GTM,No,2006,1,8%,8.2%,0.872366870,,2006.078618558,2006.267186856
Guinea-Bissau,GNB,No,2006,1,14%,14.0%,0.756147426,,2005.769809476,2006.164795803
Guyana,GUY,No,2006,1,29%,29.0%,0.223030453,,2006.124156732,2006.247346602
Haiti,HTI,No,2006,1,2%,2.0%,0.664771975,,2005.668276426,2006.255976329
Heavily indebted poor countries (HIPC),HPC,No,2006,1,17%,17.1%,0.024505731,,2005.794869071,2006.332606067
High income,HIC,No,2006,1,21%,20.6%,0.846874482,,2006.079345718,2006.071697550
Honduras,HND,No,2006,1,23%,23.4%,0.779230294,,2005.887051658,2006.190363283
Hungary,HUN,No,2006,1,10%,10.4%,0.128179858,,2006.092821930,2006.288626200
IBRD only,IBD,No,2006,1,15%,15.2%,0.191214357,,2006.303824529,2006.087095242
IDA & IBRD total,IBT,No,2006,1,15%,15.0%,0.058042254,,2005.944848211,2006.327899965
IDA only,IDX,No,2006,1,15%,15.3%,0.915524166,,2005.875933646,2006.210250055
IDA total,IDA,No,2006,1,15%,14.7%,0.236947178,,2005.768379082,2006.224007026
Iceland,ISL,No,2006,1,33%,33.3%,0.997889802,,2005.783884485,2006.227920838
India,IND,No,2006,1,8%,8.3%,0.987868565,,2006.322351568,2006.241581586
Indonesia,IDN,No,2006,1,11%,11.3%,0.286231947,,2006.305887020,2006.252591921
Iran,IRN,No,2006,1,4%,4.1%,0.832317848,,2005.914079218,2006.152195635
Iraq,IRQ,No,2006,1,25%,25.5%,0.901913676,,2005.741245705,2006.151665890
Ireland,IRL,No,2006,1,13%,13.3%,0.397512367,,2006.193107800,2006.087509844
Israel,ISR,No,2006,1,14%,14.2%,0.444226086,,2005.720280941,2006.043496375
Italy,ITA,No,2006,1,17%,17.3%,0.132371126,,2005.784003456,2006.057554960
Jamaica,JAM,No,2006,1,12%,11.7%,0.853069806,,2005.963134161,2006.032232392
Japan,JPN,No,2006,1,9%,9.4%,0.271294552,,2005.689650257,2006.230564656
Jordan,JOR,No,2006,1,5%,5.5%,0.472475777,,2006.260489785,2006.228339935
Kazakhstan,KAZ,No,2006,1,10%,10.4%,0.976854581,,2006.158880561,2006.310644731
Kenya,KEN,No,2006,1,7%,7.3%,0.986386758,,2006.181436330,2006.272726031
Kiribati,KIR,No,2006,1,7%,7.1%,0.200322310,,2005.704100726,2006.121162932
Kuwait,KWT,No,2006,1,2%,1.5%,0.207549264,,2005.916293952,2006.096074264
Kyrgyz Republic,KGZ,No,2006,1,0%,0.0%,0.749452885,,2006.311374527,2006.017991256
Lao PDR,LAO,No,2006,1,25%,25.2%,0.111452164,,2005.830314494,2006.056350064
Late-demographic dividend,LTE,No,2006,1,16%,16.0%,0.931206213,,2005.908159110,2006.157818750
Latin America & Caribbean,LCN,No,2006,1,20%,20.3%,0.811180253,,2005.847360093,2006.132290014
Latin America & Caribbean (excluding high income),LAC,No,2006,1,21%,21.0%,0.349892284,,2006.184243038,2006.233324991
Latin America & the Caribbean (IDA & IBRD countries),TLA,No,2006,1,18%,17.7%,0.946517206,,2006.003345385,2006.310748610
Latvia,LVA,No,2006,1,19%,19.0%,0.538402529,,2005.955811360,2006.092682509
Least developed countries: UN classification,LDC,No,2006,1,16%,15.9%,0.880930632,,2005.865854958,2006.308405235
Lebanon,LBN,No,2006,1,5%,4.7%,0.806527368,,2005.978016291,2006.163367482
Lesotho,LSO,No,2006,1,12%,11.7%,0.047618967,,2005.931135294,2006.320419043
Liberia,LBR,No,2006,1,13%,12.5%,0.745714691,,2005.974618422,2006.005729046
Liechtenstein,LIE,No,2006,1,24%,24.0%,0.751064960,,2006.142561999,2006.008577030
Lithuania,LTU,No,2006,1,25%,24.8%,0.173253510,,2005.765907162,2006.245202659
Low & middle income,LMY,No,2006,1,16%,15.5%,0.051167964,,2005.833806713,2006.131842549
Low income,LIC,No,2006,1,17%,16.8%,0.113040633,,2005.948214920,2006.315907617
Lower middle income,LMC,No,2006,1,13%,12.7%,0.917756082,,2006.256698143,2006.192086912
Luxembourg,LUX,No,2006,1,23%,23.3%,0.089236910,,2006.138783543,2006.107363713
Madagascar,MDG,No,2006,1,7%,6.9%,0.865985440,,2005.829913838,2006.113582876
Malawi,MWI,No,2006,1,14%,13.6%,0.791152625,,2006.036184792,2006.238442976
Malaysia,MYS,No,2006,1,9%,9.1%,0.140801492,,2006.110833745,2006.024194171
Maldives,MDV,No,2006,1,12%,12.0%,0.913929863,,2006.005143763,2006.008069060
Mali,MLI,No,2006,1,10%,10.2%,0.110991559,,2006.210563846,2006.222177120
Malta,MLT,No,2006,1,9%,9.2%,0.762153310,,2005.724891885,2006.264806071
Marshall Islands,MHL,No,2006,1,3%,3.0%,0.555351876,,2005.690875647,2006.101912864
Mauritius,MUS,No,2006,1,17%,17.1%,0.392444814,,2005.788896678,2006.309823389
Mexico,MEX,No,2006,1,23%,22.6%,0.835612882,,2005.954705440,2006.085253918
Micronesia,FSM,No,2006,1,0%,0.0%,0.017909754,,2006.296360659,2006.278479952
Middle East & North Africa,MEA,No,2006,1,8%,8.1%,0.512604308,,2005.936333802,2006.074054535
Middle East & North Africa (IDA & IBRD countries),TMN,No,2006,1,9%,8.6%,0.379310080,,2006.157569641,2006.281264534
Middle East & North Africa (excluding high income),MNA,No,2006,1,9%,8.6%,0.487678712,,2005.858313239,2006.021091877
Middle income,MIC,No,2006,1,15%,15.2%,0.013609158,,2005.809194218,2006.223367678
Moldova,MDA,No,2006,1,22%,21.8%,0.693490515,,2006.085592396,2006.186451361
Monaco,MCO,No,2006,1,21%,20.8%,0.128394804,,2006.068043639,2006.182005570
Mongolia,MNG,No,2006,1,7%,6.6%,0.091128959,,2005.893883985,2006.031729703
Morocco,MAR,No,2006,1,11%,10.8%,0.773052941,,2005.754213331,2006.256570691
Mozambique,MOZ,No,2006,1,35%,34.8%,0.961576037,,2005.925408332,2006.135986868
Namibia,NAM,No,2006,1,27%,26.9%,0.760028409,,2005.682392385,2006.032970193
Nauru,NRU,No,2006,1,0%,0.0%,0.933742158,,2005.895405988,2006.266427416
Nepal,NPL,No,2006,1,6%,5.9%,0.869222498,,2005.980949746,2006.083423955
Netherlands,NLD,No,2006,1,37%,36.7%,0.685015960,,2005.719751888,2006.135858238
New Zealand,NZL,No,2006,1,32%,32.2%,0.699805583,,2006.219364570,2006.281196125
Nicaragua,NIC,No,2006,1,15%,15.2%,0.306217963,,2005.927666280,2006.285644638
Niger,NER,No,2006,1,12%,12.4%,0.382236724,,2005.958147735,2006.065003226
Nigeria,NGA,No,2006,1,6%,6.1%,0.559817358,,2005.809273797,2006.011831978
North America,NAC,No,2006,1,18%,18.2%,0.897497068,,2005.763692610,2006.134604941
North Korea,PRK,No,2006,1,20%,20.1%,0.333317408,,2006.094870268,2006.035600692
North Macedonia,MKD,No,2006,1,28%,28.3%,0.168044702,,2005.974993401,2006.198842461
Norway,NOR,No,2006,1,38%,37.9%,0.873157300,,2005.934625616,2006.084878884
OECD members,OED,No,2006,1,21%,21.0%,0.136918800,,2005.952555932,2006.310693952
Other small states,OSS,No,2006,1,14%,13.7%,0.806930152,,2006.233710517,2006.136998558
Pakistan,PAK,No,2006,1,21%,21.3%,0.772784130,,2005.816112121,2006.292990591
Palau,PLW,No,2006,1,0%,0.0%,0.312926822,,2005.827901356,2006.205426703
Panama,PAN,No,2006,1,17%,16.7%,0.870074041,,2005.860001343,2006.304782224
Papua New Guinea,PNG,No,2006,1,1%,0.9%,0.541206953,,2005.953917136,2006.099258840
Paraguay,PRY,No,2006,1,10%,10.0%,0.344362907,,2005.678295099,2006.047141946
Peru,PER,No,2006,1,29%,29.2%,0.901448528,,2006.078855949,2006.275202555
Philippines,PHL,No,2006,1,15%,15.3%,0.662360610,,2005.796131973,2006.126449659
Poland,POL,No,2006,1,20%,20.4%,0.436832625,,2005.687401230,2006.314302487
Portugal,PRT,No,2006,1,21%,21.3%,0.908622394,,2005.784845531,2006.063416918
Post-demographic dividend,PST,No,2006,1,23%,22.8%,0.162255102,,2006.035166607,2006.121167315
Pre-demographic dividend,PRE,No,2006,1,16%,16.1%,0.840667981,,2005.797852261,2006.242160513
Romania,ROU,No,2006,1,11%,11.2%,0.411168413,,2005.926104503,2006.184379486
Russian Federation,RUS,No,2006,1,10%,9.8%,0.876423184,,2005.812029234,2006.193570723
Rwanda,RWA,Yes,2006,1,49%,48.8%,0.577563701,,2005.894979057,2006.321638506
Samoa,WSM,No,2006,1,6%,6.1%,0.637823765,,2006.143316915,2006.032575702
San Marino,SMR,No,2006,1,12%,11.7%,0.835923972,,2005.830697838,2006.030491702
Sao Tome and Principe,STP,No,2006,1,7%,7.3%,0.971987839,,2006.221115123,2006.179661249
Senegal,SEN,No,2006,1,19%,19.2%,0.101048400,,2006.223777723,2006.174432159
Seychelles,SYC,No,2006,1,29%,29.4%,0.568618678,,2006.033103909,2006.122868545
Sierra Leone,SLE,No,2006,1,15%,14.5%,0.265291573,,2005.695758707,2006.140449088
Singapore,SGP,No,2006,1,21%,21.2%,0.242860744,,2005.974554336,2006.190210456
Slovak Republic,SVK,No,2006,1,20%,20.0%,0.207629464,,2006.329515346,2006.157939405
Slovenia,SVN,No,2006,1,12%,12.2%,0.849147416,,2005.713030164,2006.028680771
Small states,SST,No,2006,1,13%,13.0%,0.915359949,,2005.791853240,2006.128781177
Solomon Islands,SLB,No,2006,1,0%,0.0%,0.899088298,,2006.223372468,2006.129034742
South Africa,ZAF,No,2006,1,33%,32.8%,0.106178988,,2006.088590346,2006.279564343
South Asia,SAS,No,2006,1,13%,12.8%,0.659005956,,2005.788443326,2006.023203286
South Asia (IDA & IBRD),TSA,No,2006,1,13%,12.8%,0.409860192,,2005.883802135,2006.312306977
South Korea,KOR,No,2006,1,13%,13.4%,0.116165666,,2006.155043467,2006.152290605
Spain,ESP,No,2006,1,36%,36.0%,0.781375193,,2006.002674168,2006.307194264
Sri Lanka,LKA,No,2006,1,5%,4.9%,0.126581358,,2006.173051143,2006.039019274
St. Kitts and Nevis,KNA,No,2006,1,0%,0.0%,0.934624465,,2005.845414074,2006.080094172
St. Lucia,LCA,No,2006,1,0%,0.0%,0.533646853,,2005.768246683,2006.288492723
St. Vincent and the Grenadines,VCT,No,2006,1,18%,18.2%,0.835354170,,2005.943165104,2006.191561660
Sub-Saharan Africa,SSF,No,2006,1,17%,16.6%,0.023680330,,2006.077193305,2006.128652469
Sub-Saharan Africa (IDA & IBRD countries),TSS,No,2006,1,17%,16.6%,0.629177053,,2006.060069361,2006.165947491
Sub-Saharan Africa (excluding high income),SSA,No,2006,1,17%,16.6%,0.936536121,,2006.315370117,2006.229080102
Sudan,SDN,No,2006,1,18%,17.8%,0.911430497,,2006.330144442,2006.232572410
Suriname,SUR,No,2006,1,25%,25.5%,0.658846800,,2005.728140455,2006.125739348
Sweden,SWE,No,2006,1,47%,47.3%,0.088915116,,2006.326482511,2006.204333246
Switzerland,CHE,No,2006,1,25%,25.0%,0.882762772,,2005.839796271,2006.004899318
Syria,SYR,No,2006,1,12%,12.0%,0.149067895,,2006.234156915,2006.241539112
Tajikistan,TJK,No,2006,1,17%,17.5%,0.367767213,,2006.123887174,2006.057265364
Tanzania,TZA,No,2006,1,30%,30.4%,0.597590602,,2005.982319181,2006.292193841
Thailand,THA,No,2006,1,9%,8.7%,0.084012850,,2005.935423345,2006.201780422
Togo,TGO,No,2006,1,9%,8.6%,0.444854339,,2006.188192804,2006.205484246
Tonga,TON,No,2006,1,3%,3.3%,0.989651585,,2005.748777815,2006.151090618
Trinidad and Tobago,TTO,No,2006,1,19%,19.4%,0.603238445,,2006.276372755,2006.199214883
Tunisia,TUN,No,2006,1,23%,22.8%,0.717629101,,2006.061538911,2006.295596154
Turkey,TUR,No,2006,1,4%,4.4%,0.282912798,,2006.298721342,2006.074375181
Turkmenistan,TKM,No,2006,1,16%,16.0%,0.909791730,,2006.140747170,2006.051531176
Tuvalu,TUV,No,2006,1,0%,0.0%,0.579920137,,2005.675612496,2006.329705453
Uganda,UGA,No,2006,1,30%,29.8%,0.014724899,,2006.107153830,2006.090574629
Ukraine,UKR,No,2006,1,9%,8.7%,0.955015213,,2006.050383295,2006.010846594
United Arab Emirates,ARE,No,2006,1,5%,5.0%,0.515048128,,2005.758908338,2006.069544657
United Kingdom,GBR,No,2006,1,20%,19.7%,0.569902823,,2005.786987931,2006.122479854
United States,USA,No,2006,1,16%,16.3%,0.283118358,,2005.780001697,2006.254234984
Upper middle income,UMC,No,2006,1,17%,17.0%,0.058452643,,2006.293731327,2006.061704552
Uruguay,URY,No,2006,1,11%,11.1%,0.781191048,,2005.783899517,2006.203039499
Uzbekistan,UZB,No,2006,1,18%,17.5%,0.827342016,,2006.159856582,2006.320092166
Vanuatu,VUT,No,2006,1,4%,3.8%,0.215885066,,2005.863535725,2006.153483463
Venezuela,VEN,No,2006,1,18%,18.0%,0.566958844,,2005.804282924,2006.004856847
Vietnam,VNM,No,2006,1,27%,27.3%,0.614668397,,2006.081258755,2006.262579702
World,WLD,No,2006,1,17%,17.0%,0.920096882,17.0%,2006,2006.244244810
Yemen,YEM,No,2006,1,0%,0.3%,0.887456292,,2005.839784498,2006.146222186
Zambia,ZMB,No,2006,1,15%,14.6%,0.124356176,,2006.231765850,2006.310723456
Zimbabwe,ZWE,No,2006,1,17%,16.7%,0.767996929,,2006.031950347,2006.188570094
Early-demographic dividend,EAR,No,2007,1,15%,14.7%,0.594657832,,2006.670401526,2007.039942879
East Asia & Pacific,EAS,No,2007,1,18%,17.8%,0.884719963,,2007.280058382,2007.230443687
East Asia & Pacific (IDA & IBRD countries),TEA,No,2007,1,18%,17.7%,0.311124936,,2006.780208837,2007.206122719
East Asia & Pacific (excluding high income),EAP,No,2007,1,18%,18.0%,0.540262184,,2007.137391876,2007.308323983
Ecuador,ECU,No,2007,1,25%,25.0%,0.236234447,,2006.913541513,2007.158953157
Egypt,EGY,No,2007,1,2%,1.8%,0.508737635,,2007.182531636,2007.069173178
El Salvador,SLV,No,2007,1,17%,16.7%,0.641014002,,2007.330597116,2007.124343735
Equatorial Guinea,GNQ,No,2007,1,18%,18.0%,0.309781238,,2006.941900243,2007.166551656
Eritrea,ERI,No,2007,1,22%,22.0%,0.593675656,,2006.907776287,2007.288178539
Estonia,EST,No,2007,1,21%,20.8%,0.171158942,,2006.972402699,2007.080753507
Eswatini,SWZ,No,2007,1,11%,10.8%,0.285570533,,2006.875845370,2007.067130454
Ethiopia,ETH,No,2007,1,22%,21.9%,0.768305207,,2006.822074813,2007.063064584
Euro area,EMU,No,2007,1,25%,24.7%,0.084016230,,2006.901315728,2007.118073548
Europe & Central Asia,ECS,No,2007,1,21%,21.0%,0.278541244,,2006.969334776,2007.098174893
Europe & Central Asia (IDA & IBRD countries),TEC,No,2007,1,15%,14.8%,0.516209684,,2007.254885916,2007.033632034
Europe & Central Asia (excluding high income),ECA,No,2007,1,14%,14.3%,0.985206530,,2007.260690729,2007.146756795
European Union,EUU,No,2007,1,24%,23.9%,0.284562427,,2007.171749970,2007.193992927
Finland,FIN,No,2007,1,42%,41.5%,0.018496647,,2006.880358905,2007.285743223
France,FRA,No,2007,1,18%,18.2%,0.908310704,,2006.923691067,2007.243649734
Gabon,GAB,No,2007,1,17%,16.7%,0.413859441,,2007.032356383,2007.138312486
Gambia,GMB,No,2007,1,9%,9.4%,0.151765640,,2007.157404649,2007.242635692
Georgia,GEO,No,2007,1,9%,9.4%,0.729539584,,2007.326004892,2007.073855751
Germany,DEU,No,2007,1,32%,31.6%,0.994928626,,2007.257847076,2007.321319708
Ghana,GHA,No,2007,1,11%,10.9%,0.083341835,,2007.241868608,2007.267585589
Greece,GRC,No,2007,1,15%,14.7%,0.380854989,,2006.803966791,2007.282198329
Grenada,GRD,No,2007,1,27%,26.7%,0.709748956,,2007.195022497,2007.275840000
Guatemala,GTM,No,2007,1,12%,12.0%,0.748054414,,2006.694038862,2007.081324993
Guinea-Bissau,GNB,No,2007,1,14%,14.0%,0.917931288,,2007.193711001,2007.296655739
Guyana,GUY,No,2007,1,29%,29.0%,0.000681347,,2007.030721064,2007.239616352
Haiti,HTI,No,2007,1,4%,4.1%,0.789695585,,2006.678644554,2007.050643781
Heavily indebted poor countries (HIPC),HPC,No,2007,1,18%,17.6%,0.180782315,,2007.116655696,2007.060798738
High income,HIC,No,2007,1,21%,21.4%,0.394583778,,2006.808395841,2007.321783064
Honduras,HND,No,2007,1,23%,23.4%,0.848433488,,2006.964053793,2007.186164714
Hungary,HUN,No,2007,1,11%,11.1%,0.792752395,,2007.286943847,2007.173396616
IBRD only,IBD,No,2007,1,16%,15.9%,0.752471930,,2006.797339912,2007.282518498
IDA & IBRD total,IBT,No,2007,1,16%,15.9%,0.380902834,,2006.776977919,2007.291729350
IDA only,IDX,No,2007,1,17%,16.5%,0.389753351,,2007.200918483,2007.032239930
IDA total,IDA,No,2007,1,16%,15.9%,0.738519122,,2006.670332652,2007.136410880
Iceland,ISL,No,2007,1,33%,33.3%,0.728323694,,2007.230340310,2007.136002951
India,IND,No,2007,1,9%,9.1%,0.369027193,,2007.003253639,2007.085813385
Indonesia,IDN,No,2007,1,12%,11.6%,0.489300077,,2007.134025011,2007.275273651
Iran,IRN,No,2007,1,4%,4.1%,0.409454105,,2007.152811651,2007.159637901
Iraq,IRQ,No,2007,1,25%,25.5%,0.206656150,,2006.957110349,2007.131845186
Ireland,IRL,No,2007,1,13%,13.3%,0.262873974,,2007.038998219,2007.304315096
Israel,ISR,No,2007,1,14%,14.2%,0.353868391,,2006.774770644,2007.245388449
Italy,ITA,No,2007,1,17%,17.3%,0.221570259,,2006.668997389,2007.218290958
Jamaica,JAM,No,2007,1,13%,13.3%,0.955608583,,2006.830714163,2007.194915087
