Series Name,Series Code,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kosovo,XKX,22.1133004041311,23.7859996555881,23.7976474852144,25.5652722992251,26.3493406282987,26.3823561581974,25.8122264731213
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kuwait,KWT,70.5489263237038,55.9363333362341,52.1350326872521,55.6192158697721,60.3207288511429,58.3801905618255,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Kyrgyz Republic,KGZ,23.8882289228189,25.0780623169816,26.5464240007793,27.3080934715766,27.4785136821163,28.4895220130683,29.456826293214
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lao PDR,LAO,28.8150005448447,27.6933442499915,28.7595046372574,30.91247539947,31.533192488879,31.4083296243682,32.081616522878
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Latvia,LVA,18.948058870563,19.1123175645431,18.5276484241819,19.0419684696371,18.6666576992485,18.5806893922863,19.1768672288993
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lebanon,LBN,16.2069596285493,15.7294801886521,15.9750709449434,15.0394534740391,14.2378642766093,12.7619283371496,7.24130154729577
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lesotho,LSO,32.1608733782445,33.7376028920053,30.5925214432742,28.5798427200997,31.6528269134422,30.9211696952236,29.8880123828532
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Liberia,LBR,15.7093893129771,12.5368744098206,7.98544828187952,10.1998414222688,12.5145006127451,11.9679997978191,11.6697674576271
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Libya,LBY,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Liechtenstein,LIE,39.647172626367,37.2602648896845,41.9543783150565,44.0770485631823,40.8612440191388,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Lithuania,LTU,27.5077238210517,26.7180600025202,25.9447153605225,25.8963432866412,25.6315519866108,25.2502265995965,24.856998813644
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Luxembourg,LUX,10.5169612720295,11.0381154557325,11.6668759293912,11.2439614799896,11.7711610538157,11.3171594154927,10.7175543552356
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Macao SAR, China",MAC,5.03904076476115,7.69386836239529,6.61876491150197,4.98955467866438,4.0821720811148,4.23258551664952,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,North Macedonia,MKD,22.822578658191,23.9221832208017,23.9630460915105,24.2589458765972,24.0504865999376,23.4999906052835,22.6152894904761
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Madagascar,MDG,13.4927821584307,12.5933049163123,13.3672008795526,13.5139157291649,17.0191962734406,17.1255507360602,13.3207251526883
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malawi,MWI,14.6490246430739,14.8071633563582,14.6462015662851,18.0629756631707,18.6838370141974,18.8086177953478,17.1592409722679
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malaysia,MYS,39.9244244845871,38.4496697879603,37.6832749440922,38.1146721974371,38.2944419787653,37.4014196594659,35.9072889646232
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Maldives,MDV,8.4139107553832,10.6803577367096,11.1456429420505,11.2478803614106,12.8103307890128,11.6987230953588,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mali,MLI,18.3849719003501,17.5979679104352,17.8802478129288,18.847089929003,20.2289474771959,20.9214147199355,21.2445098162214
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Malta,MLT,12.988844147857,12.2935957159265,12.3164842457341,12.0579071184963,12.3874926657262,12.5678859502832,13.4389111652567
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Marshall Islands,MHL,14.361479015366,12.0388348458199,15.6767202171198,13.2799040919007,12.2115773849683,14.0595050074709,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritania,MRT,28.4373706611028,22.7465105988095,25.2197600424352,25.4788269428831,24.4761916003175,25.0813663260113,27.6265828589241
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mauritius,MUS,19.8325775004974,19.2420948881781,18.5750922912378,17.6355694760073,17.4555745798494,17.269448675726,16.6709746527414
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mexico,MEX,31.4901871470131,29.9853032661018,29.6399553095595,30.946234976635,31.1714773501267,30.8827111802441,29.6327599057298
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,"Micronesia, Fed. Sts.",FSM,6.03007725093901,6.11327565271435,6.0469468364427,5.4294252983908,4.86644143802327,4.86413047473831,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Moldova,MDA,22.3475051256864,22.6897527541713,22.2414438781801,21.8746300960376,22.6515868102754,22.7717246649445,23.2777911169203
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Monaco,MCO,12.630372277451,17.6004677865192,18.2516202951588,12.7999297382751,13.1289088790033,12.9651969358827,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mongolia,MNG,31.4976232738519,31.0405477607926,33.8810482213897,38.3564154739001,39.0544473259849,38.4533257844621,38.2715364358715
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Montenegro,MNE,14.3036482604292,14.3534622406494,15.6549775277603,14.8613741835193,15.9341223740015,16.1294411268218,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Morocco,MAR,26.4906373193167,26.094033098841,25.8922711450225,26.1594758453311,25.8737549201011,25.3446493567414,25.2582454551754
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Mozambique,MOZ,17.3251202973039,18.0999504040722,20.4214409743879,24.0153439644146,25.3446797944302,22.8565845883534,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Myanmar,MMR,34.4897147952972,33.9124724081884,35.4691597693812,36.7427697221692,37.9607708606087,35.8971125547511,35.774293338051
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Namibia,NAM,26.6301029530227,27.5636536044543,27.5134032477525,26.0770185312393,26.8718829571903,27.3170861409426,26.5316680245832
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nauru,NRU,24.5338596491228,6.33298178331735,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nepal,NPL,13.5645652301586,13.1616546296789,12.6554177701811,12.8625858899927,13.2006396341737,13.0106754143387,11.7974421272615
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Netherlands,NLD,18.4123533265829,18.1860210316402,17.637508699955,17.7031373197172,17.8057254191608,17.7037372554295,17.9374813753797
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,New Caledonia,NCL,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,New Zealand,NZL,21.377590967157,21.1416151014334,20.0639594432286,20.4134393539881,20.4198603942997,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nicaragua,NIC,25.0986533853432,25.7348859815879,25.7949145455358,24.8168504799905,24.9961677619973,24.1565219473073,25.0609069600044
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Niger,NER,23.6059602383299,22.5454736600557,21.1697198780725,21.0709707905552,19.0629999208217,20.2335095288219,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Nigeria,NGA,24.6436085905522,20.1607828978707,18.1731317261725,22.3151171952196,25.7333065834233,27.3825370476083,28.2205055170115
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Norway,NOR,34.0317191657959,31.0103793816342,27.9415637987598,29.7912654739268,31.7927628802161,28.8424957573067,25.9246861482784
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Oman,OMN,63.9496458208585,53.4957398183587,47.4369356901142,49.8761211561633,55.1809706789409,53.7240606761742,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Pakistan,PAK,20.0251621004652,19.0909942639717,18.2571020895745,17.8043073969293,17.9122050645387,18.3387737011522,17.6899347594919
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Palau,PLW,7.07068073876008,6.96625551732044,8.87867571053739,8.33237797913227,8.53521859021516,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Panama,PAN,26.6346697007696,27.5592603684847,28.440604617348,29.3522628438958,29.4953048208562,29.5882936879285,23.6000158675887
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Papua New Guinea,PNG,32.7848332669185,34.8054150043343,34.7297972212884,36.3598597357265,36.9240450738372,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Paraguay,PRY,33.2803663958869,34.2494991677383,34.1519063547874,34.0518399926279,33.2536772421389,33.156729839214,33.2858091687126
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Peru,PER,31.701403934103,30.3378798708175,30.5565505783828,31.2978841231473,31.6606380739125,30.5822084891852,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Philippines,PHL,31.0474444753394,30.4819509834967,30.2859171672694,30.1265505767725,30.5637401549781,30.3275078795163,28.3981277102128
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Poland,POL,29.1986998931771,30.1268327566526,29.523468637023,28.351496480864,28.5367101017885,27.9769361701384,28.1645202234355
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Portugal,PRT,18.9367801464576,19.4643821268536,19.3279610326808,19.1172658186866,19.2993079718,18.8593165899105,19.2160104949308
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Puerto Rico,PRI,49.9339162757282,50.9382784121963,51.1515123633391,50.2294090713629,50.7787961357444,50.5778032800011,51.1313449998691
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Qatar,QAT,69.7579474595531,57.4407932008702,53.2052600591828,56.6879653204529,60.3815234893317,56.8871827558426,51.2012044674051
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Romania,ROU,32.0185682060385,30.0977947407462,30.1221432523301,28.8920319801113,28.1915062961758,27.2453357397058,26.3671561182202
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Russian Federation,RUS,27.9315270599772,29.7940599874349,29.1739050664536,30.6732968850171,32.5543133836391,32.2729289877587,29.9864875406902
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Rwanda,RWA,17.5358829664617,17.4310011719698,16.8192577231226,17.2842156867077,17.3443222604912,18.8714093576995,19.3291477788828
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Samoa,WSM,18.5481446138735,17.5140891703426,17.812737306913,16.8617740770453,15.2280274867635,15.585944905658,14.8875612191651
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,San Marino,SMR,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sao Tome and Principe,STP,16.8948068036613,15.3184736727155,15.693501522939,16.1270346195239,14.2472707708318,13.4421581702024,13.2384278125792
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Saudi Arabia,SAU,57.175831773995,45.2724513807151,43.1574619139766,45.8475629339149,49.5406652205988,47.4312726913947,41.364628299214
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Senegal,SEN,23.1526032786161,23.586664319394,23.3440535101312,23.2776942790053,24.0134453886227,23.0948900897354,23.0891863975023
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Serbia,SRB,25.237090734551,25.7972639016956,25.82012701361,26.0821737806548,25.4975160125341,25.574057848526,24.805032163932
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Seychelles,SYC,12.1537385885277,11.8221642975409,10.9367328366393,11.1215239052785,11.9820678649203,11.7905760105983,13.1451747319296
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sierra Leone,SLE,15.6140676977931,4.55592567517813,5.61093425781217,5.15728602126552,5.27038982549826,5.23713187439664,6.18593661548216
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Singapore,SGP,24.1695218849379,24.2884243752599,23.3015844324415,23.5448101104563,25.4985418750723,24.2085469295596,24.3650392169277
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sint Maarten (Dutch part),SXM,9.1161956034096,7.64600980829247,7.18832891246684,8.60759493670886,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovak Republic,SVK,30.794352821095,30.5111937478748,29.2745233496545,28.8791717371218,29.2408311870381,28.3776893507965,26.4224692796162
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Slovenia,SVN,28.1368465759898,28.0267665716727,27.9656586171174,28.3612997603369,28.2811615121718,28.8877765505687,29.0965588345712
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Solomon Islands,SLB,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Somalia,SOM,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Africa,ZAF,26.5451352956164,26.0283751337075,26.2474249035342,26.2931391086302,25.853490193375,25.9992218678283,25.2046392372223
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,South Sudan,SSD,46.6994007328919,33.0945353993221,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Spain,ESP,20.0806465676767,20.0869532939244,20.0085290526467,20.0600412956044,20.1231314994258,20.4779670493874,20.578266164333
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sri Lanka,LKA,28.2979988688692,27.1695261892296,27.8209763949106,26.774698626334,26.2570347056251,27.4036788951944,26.2475369425768
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Kitts and Nevis,KNA,22.2076751807268,23.5769422110956,25.4915794612076,27.9323859942417,26.1891676009996,25.8210669616268,25.7264028880405
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Lucia,LCA,10.320615122663,10.9403208318577,11.0095871685512,10.9780835324717,10.1469457109441,9.96721871138232,12.1929296586258
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,St. Vincent and the Grenadines,VCT,14.7585287276762,15.4090548054011,14.7539885985385,15.0027116995811,14.9951381185203,13.9603186721395,13.8682792501853
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sudan,SDN,17.8056502218607,16.7790810754763,15.4462632237004,15.8029215460197,20.7444920234826,21.804563987164,22.8824480179294
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Suriname,SUR,30.2474846767665,27.2566371681416,26.7570052751295,38.2753876473432,36.7594393400845,33.3567322046819,..
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Eswatini,SWZ,35.6155187996074,35.7573007568985,35.3411934636943,33.8789467597621,33.24158031497,34.093549220305,31.3713498992678
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Sweden,SWE,21.7861212754181,22.1580717620356,21.7132563735113,22.1283718774148,22.0024372937424,22.2058509515204,21.591549156396
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Switzerland,CHE,24.6225792528569,24.4757091000051,24.4548562039296,24.4963139914152,24.6830431427433,24.8354804581637,24.5822885938719
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,Syrian Arab Republic,SYR,..,..,..,..,..,..,..
