LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,94.61835637
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,93.20251643
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,94.17200158
SVN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,97.70301624
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,100.8452471
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,99.34681266
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,95.91431183
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,88.62433092
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,86.93421899
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,87.38450745
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,91.93853457
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,93.00492889
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,91.62257671
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,92.57748965
SVN,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,96.04950329
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,96.16924002
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,96.30611668
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,96.45624195
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,98.28224875
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,99.81784323
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.24069956
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,97.71182212
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,98.17208285
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.6525123
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,102.1922487
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,102.5700421
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,105.0135059
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,105.4409843
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,105.6351922
OAVG,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,106.3985397
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,95.67262785
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,96.02058774
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,96.14809845
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,97.09593531
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,98.86358023
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.29066636
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,97.94315215
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,98.24555385
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.3353427
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,101.8891062
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,102.3054123
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,104.8415792
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,105.0029243
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,105.3512275
OAVG,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,106.0722189
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,97.12254796
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,97.37464575
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,97.61672793
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,99.00675421
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.89957309
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,98.90732378
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,97.76895913
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,98.06402625
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,99.65832949
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,101.2958438
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,101.3826219
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,103.5993513
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,105.3747836
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,105.7003658
OAVG,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,106.5933703
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,96.55771638
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,97.09783358
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,96.99762332
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,98.34733108
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,100
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,99.63637561
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,98.6513609
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,98.1927967
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,101.4225474
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,103.0826035
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,103.6102565
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,106.4975989
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,106.6095647
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,107.2546246
OAVG,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,109.0969378
